Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
29	:	1582746631.036	    35.122	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c005 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c005_3.log
11	:	1582746630.986	    35.599	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c002 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c002_0.log
13	:	1582746630.992	    35.629	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c002 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c002_2.log
14	:	1582746630.995	    36.278	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c002 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c002_3.log
28	:	1582746631.034	    37.253	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c005 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c005_2.log
32	:	1582746631.043	    40.686	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c006 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c006_1.log
51	:	1582746631.085	    41.822	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c010 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c010_0.log
17	:	1582746631.005	    42.062	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c003 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c003_1.log
53	:	1582746631.089	    42.312	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c010 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c010_2.log
12	:	1582746630.989	    44.934	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c002 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c002_1.log
62	:	1582746642.519	    36.085	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c012 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c012_1.log
19	:	1582746631.010	    47.940	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c003 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c003_3.log
61	:	1582746642.260	    39.236	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c012 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c012_0.log
52	:	1582746631.087	    51.107	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c010 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c010_1.log
16	:	1582746631.002	    52.652	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c003 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c003_0.log
20	:	1582746631.013	    54.062	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c003 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c003_4.log
64	:	1582746649.276	    37.930	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c012 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c012_3.log
35	:	1582746631.048	    57.612	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c006 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c006_4.log
72	:	1582746652.442	    37.971	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c014 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c014_1.log
67	:	1582746650.291	    42.479	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c013 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c013_1.log
68	:	1582746650.295	    42.875	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c013 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c013_2.log
18	:	1582746631.008	    64.149	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c003 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c003_2.log
37	:	1582746631.052	    64.442	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c007 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c007_1.log
39	:	1582746631.055	    65.177	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c007 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c007_3.log
87	:	1582746666.164	    32.773	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c017 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c017_1.log
73	:	1582746652.979	    46.491	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c014 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c014_2.log
65	:	1582746649.462	    50.629	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c012 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c012_4.log
31	:	1582746631.040	    71.513	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c006 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c006_0.log
70	:	1582746651.922	    52.649	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c013 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c013_4.log
57	:	1582746631.096	    79.229	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c011 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c011_1.log
69	:	1582746651.180	    62.348	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c013 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c013_3.log
101	:	1582746683.660	    31.523	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c020 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c020_0.log
82	:	1582746660.115	    58.657	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c016 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c016_1.log
102	:	1582746685.080	    34.557	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c020 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c020_1.log
89	:	1582746666.627	    53.078	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c017 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c017_3.log
75	:	1582746653.641	    66.631	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c014 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c014_4.log
105	:	1582746690.418	    30.019	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c020 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c020_4.log
88	:	1582746666.590	    54.225	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c017 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c017_2.log
66	:	1582746649.956	    70.904	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c013 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c013_0.log
103	:	1582746687.212	    34.008	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c020 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c020_2.log
100	:	1582746682.199	    40.753	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c019 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c019_4.log
94	:	1582746673.073	    51.401	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c018 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c018_3.log
104	:	1582746688.666	    38.208	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c020 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c020_3.log
91	:	1582746668.291	    58.683	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c018 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c018_0.log
63	:	1582746647.406	    79.587	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c012 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c012_2.log
38	:	1582746631.053	    99.516	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c007 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c007_2.log
86	:	1582746663.540	    69.554	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c017 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c017_0.log
96	:	1582746675.928	    59.812	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c019 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c019_0.log
76	:	1582746655.767	    81.483	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c015 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c015_0.log
93	:	1582746672.911	    65.711	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c018 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c018_2.log
99	:	1582746681.502	    61.741	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c019 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c019_3.log
36	:	1582746631.050	   117.761	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c007 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c007_0.log
71	:	1582746652.412	   101.600	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c014 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c014_0.log
78	:	1582746657.066	    99.480	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c015 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c015_2.log
95	:	1582746673.406	    84.311	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c018 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c018_4.log
85	:	1582746662.677	    95.833	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c016 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c016_4.log
98	:	1582746678.955	    82.184	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c019 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c019_2.log
112	:	1582746699.476	    62.322	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/2/c001 &> out/1582746630_2020-02-26-19-50-30/trs.waves.2.c001_1.log
55	:	1582746631.093	   133.396	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c010 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c010_4.log
97	:	1582746678.609	    91.071	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c019 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c019_1.log
24	:	1582746631.023	   139.743	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c004 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c004_3.log
79	:	1582746657.499	   116.452	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c015 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c015_3.log
128	:	1582746724.478	    50.568	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/2/c004 &> out/1582746630_2020-02-26-19-50-30/trs.waves.2.c004_2.log
74	:	1582746653.004	   125.715	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c014 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c014_3.log
110	:	1582746696.238	    88.629	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/2/c000 &> out/1582746630_2020-02-26-19-50-30/trs.waves.2.c000_4.log
83	:	1582746660.978	   126.506	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c016 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c016_2.log
114	:	1582746702.558	    87.584	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/2/c001 &> out/1582746630_2020-02-26-19-50-30/trs.waves.2.c001_3.log
127	:	1582746722.956	    76.063	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/2/c004 &> out/1582746630_2020-02-26-19-50-30/trs.waves.2.c004_1.log
54	:	1582746631.091	   169.786	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c010 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c010_3.log
107	:	1582746693.176	   108.383	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/2/c000 &> out/1582746630_2020-02-26-19-50-30/trs.waves.2.c000_1.log
126	:	1582746721.224	    80.724	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/2/c004 &> out/1582746630_2020-02-26-19-50-30/trs.waves.2.c004_0.log
23	:	1582746631.020	   171.861	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c004 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c004_2.log
80	:	1582746657.741	   145.391	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c015 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c015_4.log
56	:	1582746631.094	   174.768	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c011 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c011_0.log
129	:	1582746726.879	    80.220	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/2/c004 &> out/1582746630_2020-02-26-19-50-30/trs.waves.2.c004_3.log
92	:	1582746671.734	   136.036	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c018 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c018_1.log
109	:	1582746695.500	   113.243	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/2/c000 &> out/1582746630_2020-02-26-19-50-30/trs.waves.2.c000_3.log
106	:	1582746692.775	   116.053	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/2/c000 &> out/1582746630_2020-02-26-19-50-30/trs.waves.2.c000_0.log
90	:	1582746667.278	   141.807	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c017 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c017_4.log
130	:	1582746726.979	    82.306	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/2/c004 &> out/1582746630_2020-02-26-19-50-30/trs.waves.2.c004_4.log
77	:	1582746655.993	   163.464	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c015 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c015_1.log
131	:	1582746726.997	    98.407	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/2/c005 &> out/1582746630_2020-02-26-19-50-30/trs.waves.2.c005_0.log
22	:	1582746631.017	   196.411	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c004 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c004_1.log
111	:	1582746698.943	   129.059	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/2/c001 &> out/1582746630_2020-02-26-19-50-30/trs.waves.2.c001_0.log
21	:	1582746631.015	   198.675	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c004 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c004_0.log
25	:	1582746631.026	   199.921	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c004 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c004_4.log
84	:	1582746662.561	   172.447	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c016 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c016_3.log
149	:	1582746775.050	    60.374	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/2/c008 &> out/1582746630_2020-02-26-19-50-30/trs.waves.2.c008_3.log
132	:	1582746730.573	   113.038	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/2/c005 &> out/1582746630_2020-02-26-19-50-30/trs.waves.2.c005_1.log
115	:	1582746704.575	   141.006	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/2/c001 &> out/1582746630_2020-02-26-19-50-30/trs.waves.2.c001_4.log
116	:	1582746710.330	   144.855	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/2/c002 &> out/1582746630_2020-02-26-19-50-30/trs.waves.2.c002_0.log
155	:	1582746800.883	    56.544	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/2/c009 &> out/1582746630_2020-02-26-19-50-30/trs.waves.2.c009_4.log
147	:	1582746770.771	    90.173	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/2/c008 &> out/1582746630_2020-02-26-19-50-30/trs.waves.2.c008_1.log
150	:	1582746778.724	    82.821	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/2/c008 &> out/1582746630_2020-02-26-19-50-30/trs.waves.2.c008_4.log
134	:	1582746735.746	   127.007	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/2/c005 &> out/1582746630_2020-02-26-19-50-30/trs.waves.2.c005_3.log
135	:	1582746737.256	   127.562	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/2/c005 &> out/1582746630_2020-02-26-19-50-30/trs.waves.2.c005_4.log
133	:	1582746733.099	   133.022	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/2/c005 &> out/1582746630_2020-02-26-19-50-30/trs.waves.2.c005_2.log
146	:	1582746769.685	    97.855	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/2/c008 &> out/1582746630_2020-02-26-19-50-30/trs.waves.2.c008_0.log
148	:	1582746773.957	    95.243	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/2/c008 &> out/1582746630_2020-02-26-19-50-30/trs.waves.2.c008_2.log
151	:	1582746784.872	    86.903	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/2/c009 &> out/1582746630_2020-02-26-19-50-30/trs.waves.2.c009_0.log
152	:	1582746787.489	    84.458	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/2/c009 &> out/1582746630_2020-02-26-19-50-30/trs.waves.2.c009_1.log
40	:	1582746631.058	   241.329	0	0	0	0	RUST_BACKTRACE=full cargo run --release --bin simulation -- trs/simulation.toml trs/waves/1/c007 &> out/1582746630_2020-02-26-19-50-30/trs.waves.1.c007_4.log
