problem,run,trial,accuracy,n_seen,program
trs.waves.1.c001,1,9,1,1272,".(C var39_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,1,10,1,848,".(C var39_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,1,11,1,496,".(C var39_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,3,1,0,17,"C = TAIL;"
trs.waves.1.c001,3,2,1,197008,".(C var14_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,3,3,1,65360,".(C var14_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,3,4,1,30280,".(C var14_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,3,5,1,15096,".(C var14_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,3,6,1,7136,".(C var14_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,3,7,1,2952,".(C var14_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,3,8,1,1488,".(C var14_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,3,9,1,760,".(C var14_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,3,10,1,392,".(C var14_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,3,11,1,328,".(C var14_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c005,4,1,0,17,"C = TAIL;"
trs.waves.1.c005,4,2,1,227904,".(C var13_) = var13_;"
trs.waves.1.c005,4,3,1,71816,".(C var13_) = var13_;"
trs.waves.1.c005,4,4,1,33584,".(C var13_) = var13_;"
trs.waves.1.c005,4,5,1,15392,".(C var13_) = var13_;"
trs.waves.1.c005,4,6,1,6576,".(C var13_) = var13_;"
trs.waves.1.c005,4,7,1,3480,".(C var13_) = var13_;"
trs.waves.1.c005,4,8,1,1616,".(C var13_) = var13_;"
trs.waves.1.c005,4,9,1,728,".(C var13_) = var13_;"
trs.waves.1.c005,4,10,1,568,".(C var13_) = var13_;"
trs.waves.1.c005,4,11,1,360,".(C var13_) = var13_;"
trs.waves.1.c001,0,1,0,17,"C = TAIL;"
trs.waves.1.c001,0,2,1,129360,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,0,3,1,67264,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,0,4,1,29056,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,0,5,1,12784,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,0,6,1,6592,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,0,7,1,3384,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,0,8,1,1416,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,0,9,1,744,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,0,10,1,384,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,0,11,1,304,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c008,2,1,0,17,"C = TAIL;"
trs.waves.1.c008,2,2,1,136104,".(C var18_) = .(.(CONS .(HEAD var18_)) NIL);"
trs.waves.1.c008,2,3,1,71216,".(C var18_) = .(.(CONS .(HEAD var18_)) NIL);"
trs.waves.1.c008,2,4,1,35056,".(C var18_) = .(.(CONS .(HEAD var18_)) NIL);"
trs.waves.1.c008,2,5,1,29264,".(C var18_) = .(.(CONS .(HEAD var18_)) NIL);"
trs.waves.1.c008,2,6,1,15048,".(C var18_) = .(.(CONS .(HEAD var18_)) NIL);"
trs.waves.1.c008,2,7,1,6488,".(C var18_) = .(.(CONS .(HEAD var18_)) NIL);"
trs.waves.1.c008,2,8,1,4072,".(C var18_) = .(.(CONS .(HEAD var18_)) NIL);"
trs.waves.1.c008,2,9,1,2328,".(C var18_) = .(.(CONS .(HEAD var18_)) NIL);"
trs.waves.1.c008,2,10,1,1024,".(C var18_) = .(.(CONS .(HEAD var18_)) NIL);"
trs.waves.1.c008,2,11,1,1200,".(C var18_) = .(.(CONS .(HEAD var18_)) NIL);"
trs.waves.1.c008,4,1,0,17,"C = TAIL;"
trs.waves.1.c008,4,2,1,137088,".(C var14_) = .(.(CONS .(HEAD var14_)) NIL);"
trs.waves.1.c008,4,3,1,71784,".(C var14_) = .(.(CONS .(HEAD var14_)) NIL);"
trs.waves.1.c008,4,4,1,36256,".(C var14_) = .(.(CONS .(HEAD var14_)) NIL);"
trs.waves.1.c008,4,5,1,16448,".(C var14_) = .(.(CONS .(HEAD var14_)) NIL);"
trs.waves.1.c008,4,6,1,8576,".(C var14_) = .(.(CONS .(HEAD var14_)) NIL);"
trs.waves.1.c008,4,7,1,4112,".(C var14_) = .(.(CONS .(HEAD var14_)) NIL);"
trs.waves.1.c008,4,8,1,2280,".(C var14_) = .(.(CONS .(HEAD var14_)) NIL);"
trs.waves.1.c008,4,9,1,1200,".(C var14_) = .(.(CONS .(HEAD var14_)) NIL);"
trs.waves.1.c008,4,10,1,856,".(C var14_) = .(.(CONS .(HEAD var14_)) NIL);"
trs.waves.1.c008,4,11,1,488,".(C var14_) = .(.(CONS .(HEAD var14_)) NIL);"
trs.waves.1.c001,2,1,0,17,"C = TAIL;"
trs.waves.1.c001,2,2,1,123880,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,2,3,1,70016,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,2,4,1,31976,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,2,5,1,14384,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,2,6,1,6632,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,2,7,1,3328,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,2,8,1,1424,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,2,9,1,768,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,2,10,1,432,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,2,11,1,376,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c008,1,1,0,17,"C = TAIL;"
trs.waves.1.c008,1,2,1,128384,".(C var23_) = .(.(CONS .(HEAD var23_)) NIL);"
trs.waves.1.c008,1,3,1,69000,".(C var23_) = .(.(CONS .(HEAD var23_)) NIL);"
trs.waves.1.c008,1,4,1,34928,".(C var23_) = .(.(CONS .(HEAD var23_)) NIL);"
trs.waves.1.c008,1,5,1,26368,".(C var23_) = .(.(CONS .(HEAD var23_)) NIL);"
trs.waves.1.c008,1,6,1,13656,".(C var23_) = .(.(CONS .(HEAD var23_)) NIL);"
trs.waves.1.c008,1,7,1,7384,".(C var23_) = .(.(CONS .(HEAD var23_)) NIL);"
trs.waves.1.c008,1,8,1,3288,".(C var23_) = .(.(CONS .(HEAD var23_)) NIL);"
trs.waves.1.c008,1,9,1,1904,".(C var23_) = .(.(CONS .(HEAD var23_)) NIL);"
trs.waves.1.c008,1,10,1,1272,".(C var23_) = .(.(CONS .(HEAD var23_)) NIL);"
trs.waves.1.c008,1,11,1,816,".(C var23_) = .(.(CONS .(HEAD var23_)) NIL);"
trs.waves.1.c002,4,1,0,17,"C = TAIL;"
trs.waves.1.c002,4,2,1,143888,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,4,3,1,44824,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,4,4,1,21496,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,4,5,1,9104,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,4,6,1,4544,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,4,7,1,2192,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,4,8,1,1000,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,4,9,1,496,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,4,10,1,360,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,4,11,1,352,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c008,0,1,0,17,"C = TAIL;"
trs.waves.1.c008,0,2,1,164704,".(C var13_) = .(.(CONS .(HEAD var13_)) NIL);"
trs.waves.1.c008,0,3,1,125856,".(C var13_) = .(.(CONS .(HEAD var13_)) NIL);"
trs.waves.1.c008,0,4,1,58616,".(C var13_) = .(.(CONS .(HEAD var13_)) NIL);"
trs.waves.1.c008,0,5,1,16728,".(C var13_) = .(.(CONS .(HEAD var13_)) NIL);"
trs.waves.1.c008,0,6,1,8448,".(C var13_) = .(.(CONS .(HEAD var13_)) NIL);"
trs.waves.1.c008,0,7,1,4496,".(C var13_) = .(.(CONS .(HEAD var13_)) NIL);"
trs.waves.1.c008,0,8,1,2056,".(C var13_) = .(.(CONS .(HEAD var13_)) NIL);"
trs.waves.1.c008,0,9,1,800,".(C var13_) = .(.(CONS .(HEAD var13_)) NIL);"
trs.waves.1.c008,0,10,1,704,".(C var13_) = .(.(CONS .(HEAD var13_)) NIL);"
trs.waves.1.c008,0,11,1,512,".(C var13_) = .(.(CONS .(HEAD var13_)) NIL);"
trs.waves.1.c008,3,1,0,17,"C = TAIL;"
trs.waves.1.c008,3,2,1,141216,".(C .(var63_ var13_)) = .(var63_ NIL);"
trs.waves.1.c008,3,3,1,106552,".(C var48_) = .(.(CONS .(HEAD var48_)) NIL);"
trs.waves.1.c008,3,4,1,57512,".(C var48_) = .(.(CONS .(HEAD var48_)) NIL);"
trs.waves.1.c008,3,5,1,17168,".(C var48_) = .(.(CONS .(HEAD var48_)) NIL);"
trs.waves.1.c008,3,6,1,7888,".(C var48_) = .(.(CONS .(HEAD var48_)) NIL);"
trs.waves.1.c008,3,7,1,3784,".(C var48_) = .(.(CONS .(HEAD var48_)) NIL);"
trs.waves.1.c008,3,8,1,2136,".(C var48_) = .(.(CONS .(HEAD var48_)) NIL);"
trs.waves.1.c008,3,9,1,992,".(C var48_) = .(.(CONS .(HEAD var48_)) NIL);"
trs.waves.1.c008,3,10,1,832,".(C var48_) = .(.(CONS .(HEAD var48_)) NIL);"
trs.waves.1.c008,3,11,1,544,".(C var48_) = .(.(CONS .(HEAD var48_)) NIL);"
trs.waves.1.c002,0,1,0,17,"C = TAIL;"
trs.waves.1.c002,0,2,1,124504,".(C var16_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,0,3,1,39120,".(C var16_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,0,4,1,18328,".(C var16_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,0,5,1,8432,".(C var16_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,0,6,1,4512,".(C var16_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,0,7,1,1944,".(C var16_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,0,8,1,1024,".(C var16_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,0,9,1,576,".(C var16_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,0,10,1,256,".(C var16_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,0,11,1,264,".(C var16_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c010,0,1,0,17,"C = TAIL;"
trs.waves.1.c010,0,2,1,158584,".(var20_ .(var22_ NIL)) = .(var22_ NIL);"
trs.waves.1.c010,0,3,1,121800,".(var20_ .(var22_ NIL)) = .(var22_ NIL);"
trs.waves.1.c010,0,4,1,51072,".(var20_ .(var22_ NIL)) = .(var22_ NIL);"
trs.waves.1.c010,0,5,1,24784,".(var20_ .(var22_ NIL)) = .(var22_ NIL);"
trs.waves.1.c010,0,6,1,9568,".(var20_ .(var22_ NIL)) = .(var22_ NIL);"
trs.waves.1.c010,0,7,1,5264,".(var20_ .(var22_ NIL)) = .(var22_ NIL);"
trs.waves.1.c010,0,8,1,2584,".(var20_ .(var22_ NIL)) = .(var22_ NIL);"
trs.waves.1.c010,0,9,1,1128,".(var20_ .(var22_ NIL)) = .(var22_ NIL);"
trs.waves.1.c010,0,10,1,592,".(var20_ .(var22_ NIL)) = .(var22_ NIL);"
trs.waves.1.c010,0,11,1,456,".(var20_ .(var22_ NIL)) = .(var22_ NIL);"
trs.waves.1.c005,1,1,0,17,"C = TAIL;"
trs.waves.1.c005,1,2,1,151912,".(C var13_) = var13_;"
trs.waves.1.c005,1,3,1,60376,".(C var13_) = var13_;"
trs.waves.1.c005,1,4,1,28792,".(C var13_) = var13_;"
trs.waves.1.c005,1,5,1,14280,".(C var13_) = var13_;"
trs.waves.1.c005,1,6,1,6056,".(C var13_) = var13_;"
trs.waves.1.c005,1,7,1,2784,".(C var13_) = var13_;"
trs.waves.1.c005,1,8,1,1360,".(C var13_) = var13_;"
trs.waves.1.c005,1,9,1,656,".(C var13_) = var13_;"
trs.waves.1.c005,1,10,1,480,".(C var13_) = var13_;"
trs.waves.1.c005,1,11,1,432,".(C var13_) = var13_;"
trs.waves.1.c010,1,1,0,17,"C = TAIL;"
trs.waves.1.c010,1,2,1,120800,".(var35_ .(var32_ NIL)) = .(var32_ NIL);"
trs.waves.1.c010,1,3,1,89032,".(var35_ .(var32_ NIL)) = .(var32_ NIL);"
trs.waves.1.c010,1,4,1,43192,".(var35_ .(var32_ NIL)) = .(var32_ NIL);"
trs.waves.1.c010,1,5,1,21904,".(var35_ .(var32_ NIL)) = .(var32_ NIL);"
trs.waves.1.c010,1,6,1,9368,".(var35_ .(var32_ NIL)) = .(var32_ NIL);"
trs.waves.1.c010,1,7,1,4800,".(var35_ .(var32_ NIL)) = .(var32_ NIL);"
trs.waves.1.c010,1,8,1,2528,".(var35_ .(var32_ NIL)) = .(var32_ NIL);"
trs.waves.1.c010,1,9,1,1328,".(var35_ .(var32_ NIL)) = .(var32_ NIL);"
trs.waves.1.c010,1,10,1,856,".(var35_ .(var32_ NIL)) = .(var32_ NIL);"
trs.waves.1.c010,1,11,1,584,".(var35_ .(var32_ NIL)) = .(var32_ NIL);"
trs.waves.1.c010,2,1,0,17,"C = TAIL;"
trs.waves.1.c010,2,2,1,101360,".(var61_ .(var59_ NIL)) = .(var59_ NIL);"
trs.waves.1.c010,2,3,1,54040,".(var61_ .(var59_ NIL)) = .(var59_ NIL);"
trs.waves.1.c010,2,4,1,24760,".(var61_ .(var59_ NIL)) = .(var59_ NIL);"
trs.waves.1.c010,2,5,1,20856,".(var61_ .(var59_ NIL)) = .(var59_ NIL);"
trs.waves.1.c010,2,6,1,9416,".(var61_ .(var59_ NIL)) = .(var59_ NIL);"
trs.waves.1.c010,2,7,1,4464,".(var61_ .(var59_ NIL)) = .(var59_ NIL);"
trs.waves.1.c010,2,8,1,2536,".(var61_ .(var59_ NIL)) = .(var59_ NIL);"
trs.waves.1.c010,2,9,1,1144,".(var61_ .(var59_ NIL)) = .(var59_ NIL);"
trs.waves.1.c010,2,10,1,816,".(var61_ .(var59_ NIL)) = .(var59_ NIL);"
trs.waves.1.c010,2,11,1,520,".(var61_ .(var59_ NIL)) = .(var59_ NIL);"
trs.waves.1.c002,2,1,0,17,"C = TAIL;"
trs.waves.1.c002,2,2,1,86976,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,2,3,1,44512,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,2,4,1,20792,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,2,5,1,9072,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,2,6,1,3960,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,2,7,1,1720,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,2,8,1,888,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,2,9,1,528,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,2,10,1,288,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,2,11,1,264,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,3,1,0,17,"C = TAIL;"
trs.waves.1.c002,3,2,1,90008,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,3,3,1,45232,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
