waves/2/c027,4,variablize,1023,8191,1,1,12,101,253,426677,1284327
waves/2/c017,0,memorize,1023,0,1,0,0,0,0,0,1284327
waves/2/c017,1,recurse,1023,7,1,1,5,30,57,74274,1284327
waves/2/c017,2,variablize,1023,31,1,1,3,12,60,82862,1284327
waves/2/c017,3,sample,1023,31,1,1,3,12,59,83790,1284327
waves/2/c017,4,compose,1023,63,1,1,3,12,59,83790,1284327
waves/2/c045,0,sample,1023,0,1,0,0,0,0,0,1284327
waves/2/c045,1,memorize,1023,1,1,1,0,0,0,0,1284327
waves/2/c045,2,delete,1023,127,1,1,10,110,131,192444,1284327
waves/2/c045,3,variablize,1023,7,1,1,10,110,57,93412,1284327
waves/2/c045,4,sample,1023,7,1,1,10,110,52,92368,1284327
waves/2/c050,0,sample,1023,0,1,0,0,0,0,0,1284327
waves/2/c050,1,sample,1023,1,1,1,0,0,0,0,1284327
waves/2/c050,2,variablize,1023,3,1,1,0,0,3,5850,1284327
waves/2/c050,3,regenerate,1023,3,1,1,0,0,2,18813,1284327
waves/2/c050,4,sample,1023,3,1,1,2,0,5,11545,1284327
waves/2/c038,0,sample,1023,0,1,0,0,0,0,0,1284327
waves/2/c038,1,memorize,1023,1,1,1,0,0,0,0,1284327
waves/2/c038,2,sample,1023,15,1,1,6,21,32,36125,1284327
waves/2/c038,3,memorize,1023,31,1,1,6,21,32,36125,1284327
waves/2/c038,4,variablize,1023,255,1,1,6,21,70,88867,1284327
waves/2/c047,0,sample,1023,0,1,0,0,0,0,0,1284327
waves/2/c047,1,memorize,1023,1,1,1,0,0,0,0,1284327
waves/2/c047,2,delete,1023,31,1,1,9,100,106,175018,1284327
waves/2/c047,3,generalize,1023,3,1,1,9,100,59,104074,1284327
waves/2/c047,4,regenerate,1023,127,1,1,12,80,178,387513,1284327
waves/2/c033,0,memorize,1023,0,1,0,0,0,0,0,1284327
waves/2/c033,1,generalize,1023,7,1,1,9,70,58,80073,1284327
waves/2/c033,2,compose,1023,15,1,1,13,90,57,84277,1284327
waves/2/c033,3,generalize,1023,31,1,1,20,112,73,128148,1284327
waves/2/c033,4,generalize,1023,63,1,1,21,112,74,142177,1284327
waves/2/c035,0,sample,1023,0,1,0,0,0,0,0,1284327
waves/2/c035,1,regenerate,1023,1,1,1,0,0,0,0,1284327
waves/2/c035,2,variablize,1023,1,1,1,0,0,3,5127,1284327
waves/2/c035,3,memorize,1023,1,1,1,0,0,2,16614,1284327
waves/2/c035,4,sample,1023,63,1,1,10,22,62,87614,1284327
waves/2/c040,0,memorize,1023,0,1,0,0,0,0,0,1284327
waves/2/c040,1,delete,1023,15,1,1,2,30,114,185472,1284327
waves/2/c040,2,delete,1023,15,1,1,2,30,114,185472,1284327
waves/2/c040,3,recurse,1023,3,1,1,2,30,66,109041,1284327
waves/2/c040,4,recurse,1023,7,1,1,3,36,63,115729,1284327
waves/2/c051,0,sample,1023,0,1,0,0,0,0,0,1284327
waves/2/c051,1,memorize,1023,1,1,1,0,0,0,0,1284327
waves/2/c051,2,recurse,1023,31,1,1,10,110,77,115493,1284327
waves/2/c051,3,variablize,1023,255,1,1,4,25,81,130811,1284327
waves/2/c051,4,sample,1023,255,1,1,8,25,80,131118,1284327
waves/2/c030,0,memorize,1023,0,1,0,0,0,0,0,1284327
waves/2/c030,1,memorize,1023,31,1,1,5,60,140,243620,1284327
waves/2/c030,2,delete,1023,31,1,1,5,60,140,243620,1284327
waves/2/c030,3,regenerate,1023,7,1,1,5,60,94,161390,1284327
waves/2/c030,4,regenerate,1023,7,1,1,5,60,63,109405,1284327
waves/2/c046,0,sample,1023,0,1,0,0,0,0,0,1284327
waves/2/c046,1,memorize,1023,1,1,1,0,0,0,0,1284327
waves/2/c046,2,delete,1023,15,1,1,1,14,63,90111,1284327
waves/2/c046,3,recurse,1023,1,1,1,1,4,12,13732,1284327
waves/2/c046,4,compose,1023,7,1,1,1,2,14,20668,1284327
waves/2/c016,0,memorize,1023,0,1,0,0,0,0,0,1284327
waves/2/c016,1,memorize,1023,1,1,1,7,56,29,41219,1284327
waves/2/c016,2,generalize,1023,127,1,1,7,56,174,244637,1284327
waves/2/c016,3,variablize,1023,4095,1,1,13,88,254,434199,1284327
waves/2/c016,4,memorize,1023,4095,1,1,13,88,248,432628,1284327
waves/2/c012,0,sample,1023,0,1,0,0,0,0,0,1284327
waves/2/c012,1,sample,1023,1,1,1,0,0,0,0,1284327
waves/2/c012,2,memorize,1023,3,1,1,0,0,0,0,1284327
waves/2/c012,3,recurse,1023,15,1,1,9,100,51,76847,1284327
waves/2/c012,4,regenerate,1023,31,1,1,9,70,50,82821,1284327
waves/2/c012,0,memorize,1023,0,1,0,0,0,0,0,1284327
waves/2/c012,1,recurse,1023,15,1,1,5,36,74,98824,1284327
waves/2/c012,2,variablize,1023,127,1,1,5,17,83,110425,1284327
waves/2/c012,3,sample,1023,127,1,1,5,17,82,111645,1284327
waves/2/c012,4,variablize,1023,255,1,1,5,17,85,116598,1284327
waves/2/c049,0,memorize,1023,0,1,0,0,0,0,0,1284327
waves/2/c049,1,delete,1023,31,1,1,8,90,144,233010,1284327
waves/2/c049,2,recurse,1023,7,1,1,8,90,82,128832,1284327
waves/2/c049,3,variablize,1023,15,1,1,8,40,87,132398,1284327
waves/2/c049,4,compose,1023,15,1,1,8,40,86,141194,1284327
waves/2/c044,0,sample,1023,0,1,0,0,0,0,0,1284327
waves/2/c044,1,memorize,1023,1,1,1,0,0,0,0,1284327
waves/2/c044,2,generalize,1023,127,1,1,1,20,98,191092,1284327
waves/2/c044,3,recurse,1023,255,1,1,1,20,86,183617,1284327
waves/2/c044,4,sample,1023,511,1,1,2,27,83,190629,1284327
waves/2/c035,0,memorize,1023,0,1,0,0,0,0,0,1284327
waves/2/c035,1,compose,1023,127,1,1,10,22,80,93913,1284327
waves/2/c035,2,variablize,1023,32767,1,1,20,106,311,486906,1284327
waves/2/c035,3,sample,1023,32767,1,1,20,106,308,486568,1284327
waves/2/c035,4,generalize,1023,65535,1,1,20,106,308,486568,1284327
waves/2/c048,0,memorize,1023,0,1,0,0,0,0,0,1284327
waves/2/c048,1,memorize,1023,15,1,1,8,90,95,147687,1284327
waves/2/c048,2,recurse,1023,63,1,1,8,90,158,240631,1284327
waves/2/c048,3,memorize,1023,255,1,1,7,44,154,253181,1284327
waves/2/c048,4,variablize,1023,511,1,1,8,90,186,310757,1284327
waves/2/c001,0,memorize,1023,0,1,0,0,0,0,0,1284327
waves/2/c001,1,delete,1023,63,1,1,1,16,116,158326,1284327
waves/2/c001,2,compose,1023,1,1,1,1,12,22,35472,1284327
waves/2/c001,3,sample,1023,7,1,1,3,6,25,48314,1284327
waves/2/c001,4,sample,1023,15,1,1,3,6,25,48314,1284327
waves/2/c002,0,memorize,1023,0,1,0,0,0,0,0,1284327
waves/2/c002,1,sample,1023,63,1,1,1,20,175,299792,1284327
waves/2/c002,2,sample,1023,127,1,1,1,20,175,299792,1284327
waves/2/c002,3,sample,1023,255,1,1,1,20,175,299792,1284327
waves/2/c002,4,generalize,1023,511,1,1,2,20,178,306151,1284327
waves/2/c024,0,sample,1023,0,1,0,0,0,0,0,1284327
waves/2/c024,1,memorize,1023,1,1,1,0,0,0,0,1284327
waves/2/c024,2,generalize,1023,15,1,1,5,30,51,74274,1284327
waves/2/c024,3,regenerate,1023,31,1,1,6,32,52,78008,1284327
waves/2/c024,4,recurse,1023,31,1,1,6,32,52,78008,1284327
waves/2/c051,0,memorize,1023,0,1,0,0,0,0,0,1284327
waves/2/c051,1,recurse,1023,63,1,1,9,90,130,203418,1284327
waves/2/c051,2,variablize,1023,255,1,1,8,52,135,213742,1284327
waves/2/c051,3,delete,1023,255,1,1,8,52,130,210197,1284327
waves/2/c051,4,sample,1023,15,1,1,8,52,58,103430,1284327
waves/2/c035,0,memorize,1023,0,1,0,0,0,0,0,1284327
waves/2/c035,1,compose,1023,31,1,1,10,22,52,60026,1284327
waves/2/c035,2,delete,1023,2047,1,1,19,93,193,300789,1284327
waves/2/c035,3,memorize,1023,15,1,1,16,76,53,78290,1284327
waves/2/c035,4,regenerate,1023,511,1,1,26,98,109,155149,1284327
waves/2/c027,0,sample,1023,0,1,0,0,0,0,0,1284327
waves/2/c027,1,variablize,1023,1,1,1,0,0,2,5419,1284327
waves/2/c027,2,sample,1023,1,1,1,0,0,0,11053,1284327
waves/2/c027,3,sample,1023,3,1,1,0,0,3,15986,1284327
waves/2/c027,4,sample,1023,7,1,1,0,0,3,15986,1284327
waves/2/c020,0,sample,1023,0,1,0,0,0,0,0,1284327
waves/2/c020,1,memorize,1023,1,1,1,0,0,0,0,1284327
waves/2/c020,2,generalize,1023,31,1,1,8,63,77,115701,1284327
waves/2/c020,3,memorize,1023,255,1,1,13,85,111,181691,1284327
waves/2/c020,4,delete,1023,4095,1,1,16,136,198,340826,1284327
waves/2/c015,0,sample,1023,0,1,0,0,0,0,0,1284327
waves/2/c015,1,memorize,1023,1,1,1,0,0,0,0,1284327
waves/2/c015,2,sample,1023,63,1,1,8,81,122,211374,1284327
waves/2/c015,3,delete,1023,127,1,1,8,81,122,211374,1284327
waves/2/c015,4,generalize,1023,3,1,1,6,49,41,71412,1284327
waves/2/c035,0,memorize,1023,0,1,0,0,0,0,0,1284327
waves/2/c035,1,regenerate,1023,31,1,1,10,22,60,71000,1284327
waves/2/c035,2,sample,1023,31,1,1,10,22,63,77439,1284327
waves/2/c035,3,sample,1023,63,1,1,10,22,63,77439,1284327
waves/2/c035,4,sample,1023,127,1,1,10,22,63,77439,1284327
waves/2/c008,0,sample,1023,0,1,0,0,0,0,0,1284327
waves/2/c008,1,memorize,1023,1,1,1,0,0,0,0,1284327
waves/2/c008,2,variablize,1023,31,1,1,8,90,102,137025,1284327
waves/2/c008,3,sample,1023,31,1,1,8,90,98,137349,1284327
waves/2/c008,4,variablize,1023,63,1,1,8,90,98,137349,1284327
waves/2/c000,0,memorize,1023,0,1,0,0,0,0,0,1284327
waves/2/c000,1,delete,1023,31,1,1,1,18,131,177360,1284327
waves/2/c000,2,variablize,1023,3,1,1,1,14,48,60074,1284327
waves/2/c000,3,memorize,1023,3,1,1,1,14,45,59433,1284327
waves/2/c000,4,memorize,1023,63,1,1,1,18,145,217626,1284327
waves/2/c019,0,sample,1023,0,1,0,0,0,0,0,1284327
waves/2/c019,1,sample,1023,1,1,1,0,0,0,0,1284327
waves/2/c019,2,memorize,1023,3,1,1,0,0,0,0,1284327
waves/2/c019,3,memorize,1023,63,1,1,11,120,105,170467,1284327
waves/2/c019,4,regenerate,1023,255,1,1,11,120,152,241983,1284327
waves/2/c037,0,memorize,1023,0,1,0,0,0,0,0,1284327
waves/2/c037,1,regenerate,1023,15,1,1,7,56,82,110006,1284327
waves/2/c037,2,memorize,1023,15,1,1,7,56,82,110006,1284327
waves/2/c037,3,delete,1023,127,1,1,8,72,157,217202,1284327
waves/2/c037,4,regenerate,1023,63,1,1,7,56,127,170496,1284327
waves/2/c052,0,memorize,1023,0,1,0,0,0,0,0,1284327
waves/2/c052,1,variablize,1023,15,1,1,9,90,109,175850,1284327
waves/2/c052,2,memorize,1023,15,1,1,9,90,101,255909,1284327
waves/2/c052,3,delete,1023,127,1,1,9,90,142,324696,1284327
waves/2/c052,4,recurse,1023,7,1,1,6,42,41,52326,1284327
waves/2/c053,0,sample,1023,0,1,0,0,0,0,0,1284327
waves/2/c053,1,memorize,1023,1,1,1,0,0,0,0,1284327
waves/2/c053,2,generalize,1023,127,1,1,8,81,118,170184,1284327
waves/2/c053,3,memorize,1023,1023,1,1,13,107,142,238442,1284327
waves/2/c053,4,sample,1023,8191,1,1,13,107,217,381167,1284327
waves/2/c051,0,sample,1023,0,1,0,0,0,0,0,1284327
waves/2/c051,1,regenerate,1023,1,1,1,0,0,0,0,1284327
waves/2/c051,2,regenerate,1023,1,1,1,0,0,3,5140,1284327
waves/2/c051,3,variablize,1023,1,1,1,0,0,3,5140,1284327
waves/2/c051,4,sample,1023,1,1,1,0,0,2,17003,1284327
waves/2/c039,0,memorize,1023,0,1,0,0,0,0,0,1284327
waves/2/c039,1,delete,1023,31,1,1,9,90,105,151225,1284327
waves/2/c039,2,delete,1023,15,1,1,9,90,93,137441,1284327
waves/2/c039,3,variablize,1023,1,1,1,9,90,31,52193,1284327
waves/2/c039,4,regenerate,1023,1,1,1,9,90,30,55718,1284327
waves/2/c049,0,memorize,1023,0,1,0,0,0,0,0,1284327
waves/2/c049,1,compose,1023,15,1,1,8,90,130,208356,1284327
waves/2/c049,2,memorize,1023,511,1,1,16,124,215,385934,1284327
waves/2/c049,3,generalize,1023,131071,1,1,22,214,430,773861,1284327
waves/2/c049,4,delete,1023,4194303,1,1,24,244,403,925968,1284327
waves/2/c019,0,memorize,1023,0,1,0,0,0,0,0,1284327
waves/2/c019,1,recurse,1023,31,1,1,10,99,133,239225,1284327
waves/2/c019,2,variablize,1023,16383,1,1,10,22,114,150867,1284327
waves/2/c019,3,variablize,1023,16383,1,1,10,22,113,151440,1284327
waves/2/c019,4,recurse,1023,16383,1,1,10,22,111,155760,1284327
waves/2/c004,0,sample,1023,0,1,0,0,0,0,0,1284327
waves/2/c004,1,sample,1023,1,1,1,0,0,3,5215,1284327
waves/2/c004,2,variablize,1023,3,1,1,0,0,6,10005,1284327
waves/2/c004,3,memorize,1023,3,1,1,0,0,5,21513,1284327
waves/2/c004,4,recurse,1023,255,1,1,2,27,157,261832,1284327
waves/2/c015,0,sample,1023,0,1,0,0,0,0,0,1284327
waves/2/c015,1,memorize,1023,1,1,1,0,0,3,5149,1284327
waves/2/c015,2,sample,1023,15,1,1,6,42,62,90397,1284327
waves/2/c015,3,delete,1023,31,1,1,6,42,62,90397,1284327
waves/2/c015,4,recurse,1023,1,1,1,6,42,25,35732,1284327
waves/2/c048,0,sample,1023,0,1,0,0,0,0,0,1284327
waves/2/c048,1,sample,1023,1,1,1,0,0,0,0,1284327
waves/2/c048,2,sample,1023,3,1,1,0,0,0,0,1284327
waves/2/c048,3,memorize,1023,7,1,1,0,0,2,17003,1284327
waves/2/c048,4,memorize,1023,31,1,1,6,63,70,120765,1284327
waves/2/c000,0,memorize,1023,0,1,0,0,0,0,0,1284327
waves/2/c000,1,regenerate,1023,7,1,1,1,16,77,100981,1284327
waves/2/c000,2,recurse,1023,7,1,1,1,16,77,105165,1284327
waves/2/c000,3,variablize,1023,15,1,1,1,10,79,109830,1284327
waves/2/c000,4,variablize,1023,15,1,1,1,10,75,111491,1284327
waves/2/c035,0,sample,1023,0,1,0,0,0,0,0,1284327
waves/2/c035,1,memorize,1023,1,1,1,0,0,3,5161,1284327
waves/2/c035,2,generalize,1023,31,1,1,10,22,44,56474,1284327
waves/2/c035,3,compose,1023,63,1,1,10,22,35,53748,1284327
waves/2/c035,4,sample,1023,255,1,1,18,80,77,129692,1284327
waves/2/c018,0,memorize,1023,0,1,0,0,0,0,0,1284327
waves/2/c018,1,generalize,1023,127,1,1,11,120,223,382176,1284327
waves/2/c018,2,sample,1023,4095,1,1,21,203,336,724965,1284327
waves/2/c018,3,delete,1023,8191,1,1,21,203,339,730808,1284327
waves/2/c018,4,delete,1023,511,1,1,21,203,242,526034,1284327
waves/2/c001,0,sample,1023,0,1,0,0,0,0,0,1284327
waves/2/c001,1,memorize,1023,1,1,1,0,0,0,0,1284327
waves/2/c001,2,sample,1023,31,1,1,1,20,116,179933,1284327
waves/2/c001,3,regenerate,1023,63,1,1,1,20,116,179933,1284327
waves/2/c001,4,recurse,1023,63,1,1,1,20,118,246475,1284327
waves/2/c001,0,sample,1023,0,1,0,0,0,0,0,1284327
waves/2/c001,1,memorize,1023,1,1,1,0,0,0,0,1284327
waves/2/c001,2,regenerate,1023,63,1,1,1,18,106,171821,1284327
waves/2/c001,3,regenerate,1023,63,1,1,1,20,109,177072,1284327
waves/2/c001,4,delete,1023,63,1,1,1,22,111,184547,1284327
waves/2/c052,0,sample,1023,0,1,0,0,0,0,0,1284327
waves/2/c052,1,memorize,1023,1,1,1,0,0,0,0,1284327
waves/2/c052,2,variablize,1023,511,1,1,10,110,198,307804,1284327
waves/2/c052,3,memorize,1023,511,1,1,10,110,194,367367,1284327
waves/2/c052,4,delete,1023,4095,1,1,10,110,250,452615,1284327
waves/2/c021,0,memorize,1023,0,1,0,0,0,0,0,1284327
waves/2/c021,1,memorize,1023,7,1,1,10,99,82,129300,1284327
waves/2/c021,2,compose,1023,127,1,1,10,99,175,266949,1284327
waves/2/c021,3,memorize,1023,32767,1,1,21,189,351,623198,1284327
waves/2/c021,4,memorize,1023,4194303,1,1,29,288,520,914090,1284327
waves/2/c034,0,sample,1023,0,1,0,0,0,0,0,1284327
waves/2/c034,1,memorize,1023,1,1,1,0,0,0,0,1284327
waves/2/c034,2,regenerate,1023,255,1,1,10,55,95,120256,1284327
waves/2/c034,3,delete,1023,255,1,1,10,55,99,125879,1284327
waves/2/c034,4,regenerate,1023,15,1,1,10,55,59,78260,1284327
waves/2/c003,0,memorize,1023,0,1,0,0,0,0,0,1284327
waves/2/c003,1,delete,1023,15,1,1,1,18,64,103739,1284327
waves/2/c003,2,memorize,1023,3,1,1,1,18,30,54587,1284327
waves/2/c003,3,variablize,1023,7,1,1,1,18,56,95494,1284327
waves/2/c003,4,variablize,1023,7,1,1,1,18,55,95718,1284327
waves/2/c002,0,sample,1023,0,1,0,0,0,0,0,1284327
waves/2/c002,1,memorize,1023,1,1,1,0,0,0,0,1284327
waves/2/c002,2,recurse,1023,31,1,1,1,20,115,207108,1284327
waves/2/c002,3,generalize,1023,31,1,1,1,20,115,207108,1284327
waves/2/c002,4,delete,1023,15,1,1,1,20,68,123358,1284327
waves/2/c041,0,memorize,1023,0,1,0,0,0,0,0,1284327
waves/2/c041,1,recurse,1023,31,1,1,7,76,109,172497,1284327
waves/2/c041,2,variablize,1023,16383,1,1,7,24,136,207300,1284327
waves/2/c041,3,memorize,1023,16383,1,1,7,24,134,206325,1284327
waves/2/c041,4,memorize,1023,1048575,1,1,7,54,262,381632,1284327
waves/2/c000,0,sample,1023,0,1,0,0,0,0,0,1284327
waves/2/c000,1,memorize,1023,1,1,1,0,0,0,0,1284327
waves/2/c000,2,delete,1023,511,1,1,1,20,193,294646,1284327
waves/2/c000,3,regenerate,1023,15,1,1,1,20,97,158193,1284327
waves/2/c000,4,variablize,1023,15,1,1,1,20,97,158193,1284327
waves/2/c036,0,sample,1023,0,1,0,0,0,0,0,1284327
waves/2/c036,1,regenerate,1023,1,1,1,0,0,4,4784,1284327
waves/2/c036,2,sample,1023,1,1,1,0,0,4,4784,1284327
waves/2/c036,3,memorize,1023,3,1,1,0,0,4,4784,1284327
waves/2/c036,4,delete,1023,127,1,1,10,55,92,112997,1284327
waves/2/c051,0,memorize,1023,0,1,0,0,0,0,0,1284327
waves/2/c051,1,regenerate,1023,63,1,1,9,90,124,186957,1284327
waves/2/c051,2,memorize,1023,63,1,1,9,90,128,194595,1284327
waves/2/c051,3,memorize,1023,255,1,1,9,90,181,282520,1284327
waves/2/c051,4,sample,1023,511,1,1,9,90,203,318252,1284327
waves/2/c044,0,memorize,1023,0,1,0,0,0,0,0,1284327
waves/2/c044,1,sample,1023,31,1,1,1,18,82,171925,1284327
waves/2/c044,2,sample,1023,63,1,1,1,18,82,171925,1284327
waves/2/c044,3,memorize,1023,127,1,1,1,18,82,171925,1284327
waves/2/c044,4,variablize,1023,511,1,1,1,18,106,199389,1284327
waves/2/c054,0,memorize,1023,0,1,0,0,0,0,0,1284327
waves/2/c054,1,variablize,1023,15,1,1,7,64,95,131798,1284327
waves/2/c054,2,memorize,1023,15,1,1,7,64,90,134949,1284327
waves/2/c054,3,regenerate,1023,31,1,1,8,81,115,187090,1284327
waves/2/c054,4,variablize,1023,31,1,1,8,81,117,197158,1284327
waves/2/c021,0,sample,1023,0,1,0,0,0,0,0,1284327
waves/2/c021,1,memorize,1023,1,1,1,0,0,0,0,1284327
waves/2/c021,2,recurse,1023,15,1,1,7,48,43,63456,1284327
waves/2/c021,3,memorize,1023,255,1,1,4,11,54,77496,1284327
waves/2/c021,4,regenerate,1023,2047,1,1,7,48,112,157413,1284327
waves/2/c008,0,sample,1023,0,1,0,0,0,0,0,1284327
waves/2/c008,1,regenerate,1023,1,1,1,0,0,0,0,1284327
waves/2/c008,2,variablize,1023,1,1,1,0,0,4,4741,1284327
waves/2/c008,3,variablize,1023,1,1,1,0,0,3,5062,1284327
waves/2/c008,4,memorize,1023,1,1,1,0,0,1,3009,1284327
waves/2/c030,0,sample,1023,0,1,0,0,0,0,0,1284327
waves/2/c030,1,sample,1023,1,1,1,0,0,0,0,1284327
waves/2/c030,2,memorize,1023,3,1,1,0,0,0,0,1284327
waves/2/c030,3,compose,1023,63,1,1,5,48,117,169895,1284327
waves/2/c030,4,sample,1023,2047,1,1,11,64,192,316003,1284327
waves/2/c002,0,sample,1023,0,1,0,0,0,0,0,1284327
waves/2/c002,1,sample,1023,1,1,1,0,0,0,0,1284327
waves/2/c002,2,variablize,1023,3,1,1,0,0,3,4898,1284327
waves/2/c002,3,memorize,1023,3,1,1,0,0,2,14880,1284327
waves/2/c002,4,delete,1023,255,1,1,1,20,195,314672,1284327
waves/2/c024,0,sample,1023,0,1,0,0,0,0,0,1284327
waves/2/c024,1,memorize,1023,1,1,1,0,0,0,0,1284327
waves/2/c024,2,memorize,1023,63,1,1,10,110,142,222556,1284327
waves/2/c024,3,delete,1023,511,1,1,10,110,201,307804,1284327
waves/2/c024,4,memorize,1023,63,1,1,10,110,126,200608,1284327
waves/2/c053,0,sample,1023,0,1,0,0,0,0,0,1284327
waves/2/c053,1,recurse,1023,1,1,1,0,1,3,5035,1284327
waves/2/c053,2,sample,1023,3,1,1,1,4,5,14034,1284327
waves/2/c053,3,variablize,1023,7,1,1,1,4,5,14034,1284327
waves/2/c053,4,sample,1023,7,1,1,1,3,2,10277,1284327
waves/2/c006,0,sample,1023,0,1,0,0,0,0,0,1284327
waves/2/c006,1,memorize,1023,1,1,1,0,0,0,0,1284327
waves/2/c006,2,recurse,1023,127,1,1,5,60,159,262995,1284327
waves/2/c006,3,memorize,1023,2047,1,1,6,49,150,286723,1284327
waves/2/c006,4,delete,1023,131071,1,1,6,67,320,576893,1284327
waves/2/c014,0,memorize,1023,0,1,0,0,0,0,0,1284327
waves/2/c014,1,delete,1023,31,1,1,9,100,146,244244,1284327
waves/2/c014,2,memorize,1023,3,1,1,8,81,61,98795,1284327
waves/2/c014,3,delete,1023,127,1,1,9,100,211,348526,1284327
waves/2/c014,4,generalize,1023,7,1,1,9,100,93,156423,1284327
waves/2/c039,0,sample,1023,0,1,0,0,0,0,0,1284327
waves/2/c039,1,sample,1023,1,1,1,0,0,0,0,1284327
waves/2/c039,2,sample,1023,3,1,1,0,0,3,4922,1284327
waves/2/c039,3,delete,1023,7,1,1,0,0,3,4922,1284327
waves/2/c039,4,variablize,1023,1,1,1,0,0,3,4922,1284327
waves/2/c042,0,sample,1023,0,1,0,0,0,0,0,1284327
waves/2/c042,1,memorize,1023,1,1,1,0,0,0,0,1284327
waves/2/c042,2,variablize,1023,255,1,1,1,16,114,161344,1284327
waves/2/c042,3,regenerate,1023,255,1,1,1,16,110,164477,1284327
waves/2/c042,4,delete,1023,255,1,1,1,16,114,170061,1284327
waves/2/c045,0,memorize,1023,0,1,0,0,0,0,0,1284327
waves/2/c045,1,generalize,1023,63,1,1,8,72,140,208905,1284327
waves/2/c045,2,delete,1023,2047,1,1,15,120,243,449950,1284327
waves/2/c045,3,recurse,1023,31,1,1,13,90,105,207058,1284327
waves/2/c045,4,variablize,1023,127,1,1,12,66,103,218508,1284327
waves/2/c013,0,memorize,1023,0,1,0,0,0,0,0,1284327
waves/2/c013,1,recurse,1023,31,1,1,8,81,107,145530,1284327
waves/2/c013,2,delete,1023,2047,1,1,5,11,111,171210,1284327
waves/2/c013,3,sample,1023,7,1,1,5,11,26,37543,1284327
waves/2/c013,4,sample,1023,15,1,1,5,11,26,37543,1284327
waves/2/c007,0,sample,1023,0,1,0,0,0,0,0,1284327
waves/2/c007,1,regenerate,1023,1,1,1,0,0,4,4784,1284327
waves/2/c007,2,sample,1023,1,1,1,0,0,7,9002,1284327
waves/2/c007,3,regenerate,1023,3,1,1,0,0,7,9002,1284327
waves/2/c007,4,sample,1023,3,1,1,0,0,5,7302,1284327
waves/2/c025,0,sample,1023,0,1,0,0,0,0,0,1284327
waves/2/c025,1,regenerate,1023,1,1,1,0,0,0,0,1284327
waves/2/c025,2,memorize,1023,1,1,1,0,0,0,0,1284327
waves/2/c025,3,regenerate,1023,255,1,1,8,72,135,211715,1284327
