problem,run,trial,accuracy,n_seen,program
trs.waves.2.c016,2,3,1,4057,".(C .(var40_ .(var43_ .(var46_ var37_)))) = .(var46_ .(var43_ .(var40_ var37_)));"
trs.waves.2.c016,2,4,1,1713,".(C .(var40_ .(var43_ .(var46_ var37_)))) = .(var46_ .(var43_ .(var40_ var37_)));"
trs.waves.2.c016,2,5,1,937,".(C .(var40_ .(var43_ .(var46_ var37_)))) = .(var46_ .(var43_ .(var40_ var37_)));"
trs.waves.2.c016,2,6,1,441,".(C .(var40_ .(var43_ .(var46_ var37_)))) = .(var46_ .(var43_ .(var40_ var37_)));"
trs.waves.2.c016,2,7,1,209,".(C .(var40_ .(var43_ .(var46_ var37_)))) = .(var46_ .(var43_ .(var40_ var37_)));"
trs.waves.2.c016,2,8,1,105,".(C .(var40_ .(var43_ .(var46_ var37_)))) = .(var46_ .(var43_ .(var40_ var37_)));"
trs.waves.2.c016,2,9,1,65,".(C .(var40_ .(var43_ .(var46_ var37_)))) = .(var46_ .(var43_ .(var40_ var37_)));"
trs.waves.2.c016,2,10,1,49,".(C .(var40_ .(var43_ .(var46_ var37_)))) = .(var46_ .(var43_ .(var40_ var37_)));"
trs.waves.2.c016,2,11,1,57,".(C .(var40_ .(var43_ .(var46_ var37_)))) = .(var46_ .(var43_ .(var40_ var37_)));"
trs.waves.2.c016,3,1,0,17,"C = TAIL;"
trs.waves.2.c016,3,2,1,5665,".(C .(var36_ .(var32_ .(var44_ var41_)))) = .(var44_ .(var32_ .(var36_ var41_)));"
trs.waves.2.c016,3,3,1,3449,".(C .(var36_ .(var32_ .(var44_ var41_)))) = .(var44_ .(var32_ .(var36_ var41_)));"
trs.waves.2.c016,3,4,1,1353,".(C .(var36_ .(var32_ .(var44_ var41_)))) = .(var44_ .(var32_ .(var36_ var41_)));"
trs.waves.2.c016,3,5,1,569,".(C .(var36_ .(var32_ .(var44_ var41_)))) = .(var44_ .(var32_ .(var36_ var41_)));"
trs.waves.2.c016,3,6,1,321,".(C .(var36_ .(var32_ .(var44_ var41_)))) = .(var44_ .(var32_ .(var36_ var41_)));"
trs.waves.2.c016,3,7,1,169,".(C .(var36_ .(var32_ .(var44_ var41_)))) = .(var44_ .(var32_ .(var36_ var41_)));"
trs.waves.2.c016,3,8,1,73,".(C .(var36_ .(var32_ .(var44_ var41_)))) = .(var44_ .(var32_ .(var36_ var41_)));"
trs.waves.2.c016,3,9,1,49,".(C .(var36_ .(var32_ .(var44_ var41_)))) = .(var44_ .(var32_ .(var36_ var41_)));"
trs.waves.2.c016,3,10,1,57,".(C .(var36_ .(var32_ .(var44_ var41_)))) = .(var44_ .(var32_ .(var36_ var41_)));"
trs.waves.2.c016,3,11,1,49,".(C .(var36_ .(var32_ .(var44_ var41_)))) = .(var44_ .(var32_ .(var36_ var41_)));"
trs.waves.2.c010,0,1,0,17,"C = TAIL;"
trs.waves.2.c010,0,2,1,25505,".(var34_ var37_) = NIL;"
trs.waves.2.c010,0,3,0,6649,".(var34_ var37_) = NIL;"
trs.waves.2.c010,0,4,0,9849,".(var81_ .(.(CONS var89_) var85_)) = var85_;"
trs.waves.2.c010,0,5,1,6873,".(var97_ .(var92_ .(var79_ .(var66_ .(var53_ .(var40_ var20_)))))) = var20_;"
trs.waves.2.c010,0,6,1,5609,".(var97_ .(var92_ .(var79_ .(var66_ .(var53_ .(var40_ var20_)))))) = var20_;"
trs.waves.2.c010,0,7,1,3001,".(var97_ .(var92_ .(var79_ .(var66_ .(var53_ .(var40_ var20_)))))) = var20_;"
trs.waves.2.c010,0,8,1,1393,".(var97_ .(var92_ .(var79_ .(var66_ .(var53_ .(var40_ var20_)))))) = var20_;"
trs.waves.2.c010,0,9,1,705,".(var97_ .(var92_ .(var79_ .(var66_ .(var53_ .(var40_ var20_)))))) = var20_;"
trs.waves.2.c010,0,10,1,289,".(var97_ .(var92_ .(var79_ .(var66_ .(var53_ .(var40_ var20_)))))) = var20_;"
trs.waves.2.c010,0,11,1,193,".(var97_ .(var92_ .(var79_ .(var66_ .(var53_ .(var40_ var20_)))))) = var20_;"
trs.waves.2.c003,2,1,0,17,"C = TAIL;"
trs.waves.2.c003,2,2,1,21601,".(var22_ NIL) = NIL;"
trs.waves.2.c003,2,3,1,13609,".(var22_ NIL) = NIL;"
trs.waves.2.c003,2,4,0,4809,".(var72_ var68_) = var68_;"
trs.waves.2.c003,2,5,0,4601,".(var44_ .(var40_ NIL)) = NIL; .(var45_ .(var41_ .(.(CONS var21_) .(.(CONS .(DIGIT 9)) var47_)))) = .(.(CONS var21_) NIL);"
trs.waves.2.c003,2,6,1,6865,".(C NIL) = NIL; .(var44_ .(var64_ NIL)) = NIL; .(var45_ .(var65_ .(.(var48_ var21_) .(.(var48_ .(var51_ 9)) var47_)))) = .(.(var48_ var21_) NIL);"
trs.waves.2.c003,2,7,0,3097,".(C NIL) = NIL; .(var44_ .(var64_ NIL)) = NIL; .(var45_ .(var65_ .(.(var48_ var21_) .(.(var48_ .(var51_ 9)) var47_)))) = .(.(var48_ var21_) NIL);"
trs.waves.2.c003,2,8,1,6353,".(C .(var112_ .(var45_ .(var116_ .(var99_ .(var95_ .(var91_ .(var83_ var87_)))))))) = .(var83_ NIL); .(C var102_) = NIL;"
trs.waves.2.c003,2,9,1,4265,".(C .(var112_ .(var45_ .(var116_ .(var99_ .(var95_ .(var91_ .(var83_ var87_)))))))) = .(var83_ NIL); .(C var102_) = NIL;"
trs.waves.2.c003,2,10,1,3033,".(C .(var112_ .(var45_ .(var116_ .(var99_ .(var95_ .(var91_ .(var83_ var87_)))))))) = .(var83_ NIL); .(C var102_) = NIL;"
trs.waves.2.c003,2,11,1,1537,".(C .(var112_ .(var45_ .(var116_ .(var99_ .(var95_ .(var91_ .(var83_ var87_)))))))) = .(var83_ NIL); .(C var102_) = NIL;"
trs.waves.2.c007,0,1,0,17,"C = TAIL;"
trs.waves.2.c007,0,2,1,15489,".(C var19_) = var19_;"
trs.waves.2.c007,0,3,0,4817,".(C var19_) = var19_;"
trs.waves.2.c007,0,4,1,5825,".(C .(var59_ NIL)) = .(var59_ NIL); .(C .(.(var25_ .(var21_ var55_)) .(var45_ .(var39_ .(var33_ .(var27_ var47_)))))) = .(.(var25_ .(var21_ var55_)) .(var45_ .(var39_ .(var33_ .(var27_ NIL)))));"
trs.waves.2.c007,0,5,0,2121,".(C .(var59_ NIL)) = .(var59_ NIL); .(C .(.(var25_ .(var21_ var55_)) .(var45_ .(var39_ .(var33_ .(var27_ var47_)))))) = .(.(var25_ .(var21_ var55_)) .(var45_ .(var39_ .(var33_ .(var27_ NIL)))));"
trs.waves.2.c007,0,6,1,4289,".(C .(.(var25_ .(var21_ var55_)) .(var45_ .(var39_ .(var33_ .(var27_ var47_)))))) = .(.(var25_ .(var21_ var55_)) .(var45_ .(var39_ .(var33_ .(var27_ NIL))))); .(var69_ DIGIT) = DIGIT; .(C .(.(var62_ .(var61_ var63_)) var64_)) = .(.(var62_ .(.(.(op26 var61_) var61_) var63_)) var64_);"
trs.waves.2.c007,0,7,1,2057,".(C .(.(var25_ .(var21_ var55_)) .(var45_ .(var39_ .(var33_ .(var27_ var47_)))))) = .(.(var25_ .(var21_ var55_)) .(var45_ .(var39_ .(var33_ .(var27_ NIL))))); .(var69_ DIGIT) = DIGIT; .(C .(.(var62_ .(var61_ var63_)) var64_)) = .(.(var62_ .(.(.(op26 var61_) var61_) var63_)) var64_);"
trs.waves.2.c007,0,8,0,1113,".(C .(.(var25_ .(var21_ var55_)) .(var45_ .(var39_ .(var33_ .(var27_ var47_)))))) = .(.(var25_ .(var21_ var55_)) .(var45_ .(var39_ .(var33_ .(var27_ NIL))))); .(var69_ DIGIT) = DIGIT; .(C .(.(var62_ .(var61_ var63_)) var64_)) = .(.(var62_ .(.(.(op26 var61_) var61_) var63_)) var64_);"
trs.waves.2.c007,0,9,1,1857,".(C NIL) = NIL; .(C .(.(var25_ .(var21_ var55_)) .(var45_ .(var39_ .(var33_ .(var27_ var47_)))))) = .(.(var25_ .(var21_ var55_)) .(var45_ .(var39_ .(var33_ .(var27_ NIL))))); .(var69_ DIGIT) = DIGIT; .(C .(.(var62_ .(var61_ var63_)) var64_)) = .(.(var62_ .(.(.(op26 var61_) var61_) var63_)) var64_);"
trs.waves.2.c007,0,10,1,881,".(C NIL) = NIL; .(C .(.(var25_ .(var21_ var55_)) .(var45_ .(var39_ .(var33_ .(var27_ var47_)))))) = .(.(var25_ .(var21_ var55_)) .(var45_ .(var39_ .(var33_ .(var27_ NIL))))); .(var69_ DIGIT) = DIGIT; .(C .(.(var62_ .(var61_ var63_)) var64_)) = .(.(var62_ .(.(.(op26 var61_) var61_) var63_)) var64_);"
trs.waves.2.c007,0,11,1,457,".(C NIL) = NIL; .(C .(.(var25_ .(var21_ var55_)) .(var45_ .(var39_ .(var33_ .(var27_ var47_)))))) = .(.(var25_ .(var21_ var55_)) .(var45_ .(var39_ .(var33_ .(var27_ NIL))))); .(var69_ DIGIT) = DIGIT; .(C .(.(var62_ .(var61_ var63_)) var64_)) = .(.(var62_ .(.(.(op26 var61_) var61_) var63_)) var64_);"
trs.waves.2.c013,2,1,0,17,"C = TAIL;"
trs.waves.2.c013,2,2,1,14641,".(C var19_) = var19_;"
trs.waves.2.c013,2,3,0,6121,".(C var19_) = var19_;"
trs.waves.2.c013,2,4,1,15353,".(C .(var37_ var39_)) = .(var37_ .(TAIL var39_));"
trs.waves.2.c013,2,5,1,7041,".(C .(var37_ var39_)) = .(var37_ .(TAIL var39_));"
trs.waves.2.c013,2,6,1,2777,".(C .(var37_ var39_)) = .(var37_ .(TAIL var39_));"
trs.waves.2.c013,2,7,1,745,".(C .(var37_ var39_)) = .(var37_ .(TAIL var39_));"
trs.waves.2.c013,2,8,1,313,".(C .(var37_ var39_)) = .(var37_ .(TAIL var39_));"
trs.waves.2.c013,2,9,1,105,".(C .(var37_ var39_)) = .(var37_ .(TAIL var39_));"
trs.waves.2.c013,2,10,1,81,".(C .(var37_ var39_)) = .(var37_ .(TAIL var39_));"
trs.waves.2.c013,2,11,1,73,".(C .(var37_ var39_)) = .(var37_ .(TAIL var39_));"
trs.waves.2.c013,4,1,0,17,"C = TAIL;"
trs.waves.2.c013,4,2,1,14777,".(C var19_) = var19_;"
trs.waves.2.c013,4,3,0,5665,".(C var19_) = var19_;"
trs.waves.2.c013,4,4,1,11065,".(C .(var49_ var50_)) = .(var49_ .(TAIL var50_));"
trs.waves.2.c013,4,5,1,3097,".(C .(var49_ var50_)) = .(var49_ .(TAIL var50_));"
trs.waves.2.c013,4,6,1,1249,".(C .(var49_ var50_)) = .(var49_ .(TAIL var50_));"
trs.waves.2.c013,4,7,1,625,".(C .(var49_ var50_)) = .(var49_ .(TAIL var50_));"
trs.waves.2.c013,4,8,1,289,".(C .(var49_ var50_)) = .(var49_ .(TAIL var50_));"
trs.waves.2.c013,4,9,1,193,".(C .(var49_ var50_)) = .(var49_ .(TAIL var50_));"
trs.waves.2.c013,4,10,1,105,".(C .(var49_ var50_)) = .(var49_ .(TAIL var50_));"
trs.waves.2.c013,4,11,1,73,".(C .(var49_ var50_)) = .(var49_ .(TAIL var50_));"
trs.waves.2.c015,3,1,0,17,"C = TAIL;"
trs.waves.2.c015,3,2,1,11737,".(C var19_) = var19_;"
trs.waves.2.c015,3,3,1,9545,".(C var19_) = var19_;"
trs.waves.2.c015,3,4,1,2961,".(C var19_) = var19_;"
trs.waves.2.c015,3,5,1,1017,".(C var19_) = var19_;"
trs.waves.2.c015,3,6,1,449,".(C var19_) = var19_;"
trs.waves.2.c015,3,7,0,161,".(C var19_) = var19_;"
trs.waves.2.c015,3,8,0,73,".(C .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 5)) NIL))))) = .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 5)) NIL)))); .(C .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 2)) NIL))))) = .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 2)) NIL)))); .(C .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 9)) NIL)))) = .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 9)) NIL))); .(C .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 7)) NIL))))) = .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 7)) NIL)))); .(C .(.(CONS .(DIGIT 3)) NIL)) = .(.(CONS .(DIGIT 3)) NIL); .(C .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 3)) NIL)))))) = .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 3)) NIL))))); .(C .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 4)) NIL))))))))) = .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 4)) NIL)))))));"
trs.waves.2.c015,3,9,0,241,".(C .(.(var30_ .(var79_ 6)) .(.(var30_ var70_) .(.(var30_ var84_) .(var36_ var42_))))) = .(.(var30_ .(var79_ 6)) .(.(var30_ var70_) .(.(var30_ var84_) .(var36_ .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 9)) NIL)))))))); .(C .(.(var29_ var89_) .(.(var29_ var44_) .(.(var29_ var44_) .(var35_ var41_))))) = .(.(var29_ var89_) .(.(var29_ var44_) .(.(var29_ var44_) .(var35_ .(.(CONS .(DIGIT 9)) .(.(CONS var44_) .(.(CONS .(DIGIT 4)) NIL))))))); .(C .(.(var48_ var90_) .(var52_ var51_))) = .(.(var48_ var90_) .(var52_ var51_)); .(C .(.(CONS var91_) var54_)) = .(.(CONS var91_) var54_);"
trs.waves.2.c015,3,10,0,273,".(C .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 2)) var39_))) = .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 5)) NIL)))); .(C .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 8)) var40_))) = .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 2)) NIL)))); .(C .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 9)) var41_))) = .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 9)) NIL))); .(C .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 3)) var42_))) = .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 7)) NIL)))); .(C .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 7)) var43_))) = .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 3)) NIL))))); .(C .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 2)) var45_))) = .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 9)) NIL)))))); .(C .(var51_ .(.(CONS .(DIGIT 9)) var44_))) = .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 2)) .(var51_ .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 4)) NIL)))))); .(C .(var52_ .(.(CONS .(DIGIT 4)) var46_))) = .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 3)) .(var52_ .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 0)) NIL))))); .(C .(.(CONS .(DIGIT 5)) .(.(CONS var65_) .(var70_ var24_)))) = .(.(CONS .(DIGIT 5)) .(C var24_)); .(C .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 7)) .(var71_ var26_)))) = .(.(CONS .(DIGIT 6)) .(C var26_)); .(C .(.(CONS .(DIGIT 3)) NIL)) = .(.(CONS .(DIGIT 3)) NIL); .(op26 5) = 7; .(op26 6) = 8; .(C .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT var74_)) .(var73_ var29_)))) = .(.(CONS .(DIGIT .(op26 var74_))) .(C var29_));"
trs.waves.2.c015,3,11,0,769,".(C NIL) = NIL; .(C .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 4)) var57_))) = .(.(CONS .(DIGIT 4)) .(C var57_)); .(C .(.(CONS .(DIGIT 2)) NIL)) = NIL; .(C .(var25_ .(.(CONS .(DIGIT 2)) var50_))) = .(var25_ .(.(CONS .(DIGIT 2)) .(C var50_))); .(C .(var75_ .(.(CONS .(DIGIT 3)) var51_))) = .(var75_ .(.(CONS .(DIGIT 3)) .(C var51_))); .(C .(var27_ .(.(CONS .(DIGIT 6)) var54_))) = .(var27_ .(.(CONS .(DIGIT 6)) .(C var54_))); .(C .(var76_ .(.(CONS .(DIGIT 0)) var56_))) = .(var76_ .(.(CONS .(DIGIT 0)) .(C var56_))); .(C .(var77_ .(.(CONS .(DIGIT 9)) var55_))) = .(var77_ .(.(CONS .(DIGIT 9)) .(C var55_))); .(C .(var20_ .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 4)) var29_)))) = .(var20_ .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 4)) var29_))); .(C .(var23_ NIL)) = .(var23_ NIL); .(C .(var24_ .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 8)) var32_)))) = .(var24_ .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 8)) var32_))); .(C .(var26_ .(var44_ .(.(var37_ .(var35_ 1)) .(.(var37_ .(var35_ 8)) .(.(var37_ .(var35_ var68_)) .(var41_ .(var44_ .(var41_ .(var38_ var33_)))))))))) = .(var26_ .(var44_ .(.(var37_ .(var35_ 1)) .(.(var37_ .(var35_ 8)) .(.(var37_ .(var35_ var68_)) .(var41_ .(var41_ .(var38_ var33_)))))))); .(C var45_) = var45_;"
trs.waves.2.c011,1,1,0,17,"C = TAIL;"
trs.waves.2.c011,1,2,1,24329,".(var27_ NIL) = NIL;"
trs.waves.2.c011,1,3,0,9273,".(var27_ NIL) = NIL;"
trs.waves.2.c011,1,4,1,7753,".(C .(var58_ .(var60_ .(var52_ .(var49_ .(var37_ .(var37_ var34_))))))) = .(var37_ var34_); .(C var62_) = NIL;"
trs.waves.2.c011,1,5,1,4217,".(C .(var58_ .(var60_ .(var52_ .(var49_ .(var37_ .(var37_ var34_))))))) = .(var37_ var34_); .(C var62_) = NIL;"
trs.waves.2.c011,1,6,1,1953,".(C .(var58_ .(var60_ .(var52_ .(var49_ .(var37_ .(var37_ var34_))))))) = .(var37_ var34_); .(C var62_) = NIL;"
trs.waves.2.c011,1,7,0,921,".(C .(var58_ .(var60_ .(var52_ .(var49_ .(var37_ .(var37_ var34_))))))) = .(var37_ var34_); .(C var62_) = NIL;"
trs.waves.2.c011,1,8,0,465,".(C .(var40_ .(.(var56_ .(DIGIT 7)) var60_))) = NIL; .(C .(var41_ .(.(CONS .(DIGIT 2)) var61_))) = NIL; .(C .(var42_ .(.(CONS .(DIGIT 5)) var62_))) = NIL; .(C .(var43_ .(.(var57_ .(DIGIT 1)) var63_))) = NIL; .(C NIL) = NIL; .(C .(var39_ .(.(var55_ .(DIGIT 8)) .(.(var55_ .(DIGIT var38_)) var49_)))) = .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT var38_)) .(C var49_))); .(C .(var45_ .(var28_ .(var28_ .(var25_ NIL))))) = .(var28_ .(var28_ .(var25_ NIL))); .(C .(var46_ .(.(var58_ .(DIGIT 4)) .(.(var58_ .(DIGIT 1)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 0)) .(var53_ var19_))))))) = .(var53_ .(.(CONS .(DIGIT 7)) .(C var19_))); .(C .(var47_ .(.(var59_ .(DIGIT 6)) .(.(var59_ .(DIGIT 2)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 6)) .(var54_ var20_))))))) = .(var54_ .(.(CONS .(DIGIT 3)) .(C var20_))); .(C .(var48_ NIL)) = NIL;"
trs.waves.2.c011,1,9,1,2129,".(C NIL) = NIL; .(var128_ .(.(var62_ .(var119_ 2)) .(var69_ .(var115_ .(var103_ .(var99_ var107_)))))) = .(var128_ var107_); .(C .(.(var65_ var127_) .(var72_ NIL))) = NIL; .(C .(.(var66_ .(var122_ 1)) .(var73_ .(var116_ var82_)))) = var82_; .(C .(.(CONS .(var123_ 0)) var130_)) = var130_; .(C .(.(var68_ .(var125_ var126_)) .(var75_ .(var118_ .(var106_ .(var102_ .(var54_ var45_))))))) = .(var54_ var45_);"
trs.waves.2.c011,1,10,0,1745,".(C .(.(var154_ .(var152_ 2)) .(var158_ .(var155_ .(var155_ var150_))))) = NIL; .(C .(var137_ .(var159_ .(var138_ NIL)))) = NIL; .(C .(.(CONS var127_) .(var160_ NIL))) = NIL; .(C .(.(var146_ .(var123_ 0)) var130_)) = var130_; .(C .(.(var147_ .(var125_ var126_)) .(var161_ .(var141_ .(var106_ .(var149_ .(var54_ var45_))))))) = .(var54_ var45_);"
trs.waves.2.c011,1,11,0,761,".(C .(.(CONS .(var101_ 9)) NIL)) = .(.(CONS .(var101_ 8)) .(.(CONS .(var101_ 9)) NIL)); .(C .(.(CONS .(var102_ 4)) NIL)) = .(.(CONS .(var102_ 3)) .(.(CONS .(var102_ 4)) NIL)); .(C .(.(CONS var71_) .(.(CONS .(DIGIT 2)) NIL))) = NIL; .(C NIL) = NIL; .(C .(.(CONS .(var103_ 6)) .(.(CONS .(DIGIT 3)) var62_))) = .(.(CONS .(var103_ 6)) .(.(CONS .(var103_ 6)) .(.(CONS .(DIGIT 3)) .(C var62_)))); .(C .(.(CONS .(var104_ 8)) .(.(CONS .(DIGIT 3)) var63_))) = .(.(CONS .(var104_ 6)) .(.(CONS .(var104_ 8)) .(.(CONS .(DIGIT 3)) .(C var63_)))); .(C .(.(var40_ var76_) .(.(var40_ .(DIGIT 4)) .(var51_ .(.(CONS .(DIGIT 5)) var19_))))) = .(.(CONS .(DIGIT 0)) .(C var19_)); .(C .(var69_ .(var69_ .(var52_ .(.(CONS .(DIGIT 6)) var20_))))) = .(.(CONS .(DIGIT 7)) .(C var20_)); .(C .(.(var42_ var77_) .(.(var42_ .(DIGIT 6)) .(var53_ .(.(CONS .(DIGIT 2)) var21_))))) = .(.(CONS .(DIGIT 1)) .(C var21_)); .(C .(.(var43_ var78_) .(.(var43_ .(DIGIT 1)) .(var54_ .(.(CONS .(DIGIT 8)) var22_))))) = .(.(CONS .(DIGIT 3)) .(C var22_)); .(C .(.(var48_ var81_) .(.(var48_ .(DIGIT 1)) .(var59_ var87_)))) = NIL; .(C .(.(CONS var82_) .(.(CONS .(DIGIT 2)) var27_))) = var27_; .(C .(.(CONS var83_) .(.(CONS .(DIGIT 5)) var28_))) = var28_; .(C .(var70_ .(var70_ .(var60_ var88_)))) = NIL; .(C .(.(CONS .(DIGIT var109_)) NIL)) = NIL; .(C .(.(var50_ var85_) .(.(var50_ .(DIGIT 9)) .(var61_ var89_)))) = NIL; .(C .(.(var46_ var86_) .(.(var46_ .(DIGIT 8)) .(var57_ .(.(CONS .(DIGIT var64_)) var25_))))) = .(.(CONS .(DIGIT 3)) .(C var25_)); .(op26 6) = 2; .(op26 3) = 9; .(C .(.(var47_ var80_) .(.(var47_ .(DIGIT 3)) .(var58_ .(.(CONS .(DIGIT var110_)) var26_))))) = .(.(CONS .(DIGIT .(op26 var110_))) .(C var26_));"
trs.waves.2.c014,2,1,0,17,"C = TAIL;"
trs.waves.2.c014,2,2,0,7593,".(C .(var39_ .(var36_ .(var29_ .(var25_ .(var33_ .(var29_ var30_))))))) = .(var39_ .(var36_ .(var29_ .(var25_ .(var33_ var30_)))));"
trs.waves.2.c014,2,3,1,5089,".(var58_ .(var49_ .(var43_ .(var37_ .(.(var21_ var68_) .(var31_ .(.(var21_ var64_) .(.(var21_ var72_) var25_)))))))) = .(var49_ .(var43_ .(var37_ .(.(var21_ var68_) .(var31_ .(.(var21_ var64_) var25_))))));"
trs.waves.2.c014,2,4,1,3425,".(var58_ .(var49_ .(var43_ .(var37_ .(.(var21_ var68_) .(var31_ .(.(var21_ var64_) .(.(var21_ var72_) var25_)))))))) = .(var49_ .(var43_ .(var37_ .(.(var21_ var68_) .(var31_ .(.(var21_ var64_) var25_))))));"
trs.waves.2.c014,2,5,0,921,".(var58_ .(var49_ .(var43_ .(var37_ .(.(var21_ var68_) .(var31_ .(.(var21_ var64_) .(.(var21_ var72_) var25_)))))))) = .(var49_ .(var43_ .(var37_ .(.(var21_ var68_) .(var31_ .(.(var21_ var64_) var25_))))));"
trs.waves.2.c014,2,6,1,1361,".(C .(var85_ .(var81_ .(var77_ .(var65_ .(var53_ .(var41_ .(var97_ var29_)))))))) = .(var85_ .(var81_ .(var77_ .(var65_ .(var53_ .(var41_ var29_))))));"
trs.waves.2.c014,2,7,1,345,".(C .(var85_ .(var81_ .(var77_ .(var65_ .(var53_ .(var41_ .(var97_ var29_)))))))) = .(var85_ .(var81_ .(var77_ .(var65_ .(var53_ .(var41_ var29_))))));"
trs.waves.2.c014,2,8,1,689,".(C .(var85_ .(var81_ .(var77_ .(var65_ .(var53_ .(var41_ .(var97_ var29_)))))))) = .(var85_ .(var81_ .(var77_ .(var65_ .(var53_ .(var41_ var29_))))));"
trs.waves.2.c014,2,9,1,113,".(C .(var85_ .(var81_ .(var77_ .(var65_ .(var53_ .(var41_ .(var97_ var29_)))))))) = .(var85_ .(var81_ .(var77_ .(var65_ .(var53_ .(var41_ var29_))))));"
trs.waves.2.c014,2,10,1,105,".(C .(var85_ .(var81_ .(var77_ .(var65_ .(var53_ .(var41_ .(var97_ var29_)))))))) = .(var85_ .(var81_ .(var77_ .(var65_ .(var53_ .(var41_ var29_))))));"
trs.waves.2.c014,2,11,1,49,".(C .(var85_ .(var81_ .(var77_ .(var65_ .(var53_ .(var41_ .(var97_ var29_)))))))) = .(var85_ .(var81_ .(var77_ .(var65_ .(var53_ .(var41_ var29_))))));"
trs.waves.2.c016,0,1,0,17,"C = TAIL;"
trs.waves.2.c016,0,2,0,7609,".(var37_ .(var33_ .(var33_ .(var36_ .(var30_ .(var24_ .(var27_ .(var24_ var19_)))))))) = .(var36_ .(var33_ .(var33_ .(var30_ .(var24_ .(var27_ .(var24_ var19_)))))));"
