problem,run,trial,accuracy,n_seen,program
trs.waves.1.c009,2,2,1,37232,"C = TAIL;"
trs.waves.1.c009,2,3,1,22056,"C = TAIL;"
trs.waves.1.c009,2,4,1,10424,"C = TAIL;"
trs.waves.1.c009,2,5,1,4056,"C = TAIL;"
trs.waves.1.c009,2,6,1,2368,"C = TAIL;"
trs.waves.1.c009,2,7,1,1216,"C = TAIL;"
trs.waves.1.c009,2,8,1,560,"C = TAIL;"
trs.waves.1.c009,2,9,1,416,"C = TAIL;"
trs.waves.1.c009,2,10,1,80,"C = TAIL;"
trs.waves.1.c009,2,11,1,48,"C = TAIL;"
trs.waves.1.c000,0,1,0,17,"C = TAIL;"
trs.waves.1.c000,0,2,1,137008,".(var16_ NIL) = NIL;"
trs.waves.1.c000,0,3,1,57176,".(var16_ NIL) = NIL;"
trs.waves.1.c000,0,4,1,31816,".(var16_ NIL) = NIL;"
trs.waves.1.c000,0,5,1,13552,".(var16_ NIL) = NIL;"
trs.waves.1.c000,0,6,1,6680,".(var16_ NIL) = NIL;"
trs.waves.1.c000,0,7,1,3888,".(var16_ NIL) = NIL;"
trs.waves.1.c000,0,8,1,2200,".(var16_ NIL) = NIL;"
trs.waves.1.c000,0,9,1,1496,".(var16_ NIL) = NIL;"
trs.waves.1.c000,0,10,1,984,".(var16_ NIL) = NIL;"
trs.waves.1.c000,0,11,1,728,".(var16_ NIL) = NIL;"
trs.waves.1.c000,4,1,0,17,"C = TAIL;"
trs.waves.1.c000,4,2,1,142416,".(var18_ NIL) = NIL;"
trs.waves.1.c000,4,3,1,58216,".(var18_ NIL) = NIL;"
trs.waves.1.c000,4,4,1,25208,".(var18_ NIL) = NIL;"
trs.waves.1.c000,4,5,1,12872,".(var18_ NIL) = NIL;"
trs.waves.1.c000,4,6,1,5984,".(var18_ NIL) = NIL;"
trs.waves.1.c000,4,7,1,3104,".(var18_ NIL) = NIL;"
trs.waves.1.c000,4,8,1,1512,".(var18_ NIL) = NIL;"
trs.waves.1.c000,4,9,1,1048,".(var18_ NIL) = NIL;"
trs.waves.1.c000,4,10,1,688,".(var18_ NIL) = NIL;"
trs.waves.1.c000,4,11,1,544,".(var18_ NIL) = NIL;"
trs.waves.1.c002,1,1,0,17,"C = TAIL;"
trs.waves.1.c002,1,2,1,50920,".(C var16_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,1,3,1,23520,".(C var16_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,1,4,1,10104,".(C var16_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,1,5,1,7136,".(C var16_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,1,6,1,3976,".(C var16_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,1,7,1,2176,".(C var16_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,1,8,1,1064,".(C var16_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,1,9,1,736,".(C var16_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,1,10,1,512,".(C var16_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,1,11,1,192,".(C var16_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c000,2,1,0,17,"C = TAIL;"
trs.waves.1.c000,2,2,1,94176,".(var14_ NIL) = NIL;"
trs.waves.1.c000,2,3,1,45232,".(var14_ NIL) = NIL;"
trs.waves.1.c000,2,4,1,26416,".(var14_ NIL) = NIL;"
trs.waves.1.c000,2,5,1,13560,".(var14_ NIL) = NIL;"
trs.waves.1.c000,2,6,1,7408,".(var14_ NIL) = NIL;"
trs.waves.1.c000,2,7,1,3208,".(var14_ NIL) = NIL;"
trs.waves.1.c000,2,8,1,2072,".(var14_ NIL) = NIL;"
trs.waves.1.c000,2,9,1,1080,".(var14_ NIL) = NIL;"
trs.waves.1.c000,2,10,1,1016,".(var14_ NIL) = NIL;"
trs.waves.1.c000,2,11,1,600,".(var14_ NIL) = NIL;"
trs.waves.1.c001,2,1,0,17,"C = TAIL;"
trs.waves.1.c001,2,2,1,113704,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,2,3,1,52864,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,2,4,1,29936,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,2,5,1,14192,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,2,6,1,6456,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,2,7,1,3368,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,2,8,1,1760,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,2,9,1,1000,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,2,10,1,816,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,2,11,1,488,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c000,1,1,0,17,"C = TAIL;"
trs.waves.1.c000,1,2,1,134416,".(var20_ NIL) = NIL;"
trs.waves.1.c000,1,3,1,48000,".(var20_ NIL) = NIL;"
trs.waves.1.c000,1,4,1,20384,".(var20_ NIL) = NIL;"
trs.waves.1.c000,1,5,1,10272,".(var20_ NIL) = NIL;"
trs.waves.1.c000,1,6,1,4952,".(var20_ NIL) = NIL;"
trs.waves.1.c000,1,7,1,2448,".(var20_ NIL) = NIL;"
trs.waves.1.c000,1,8,1,1032,".(var20_ NIL) = NIL;"
trs.waves.1.c000,1,9,1,456,".(var20_ NIL) = NIL;"
trs.waves.1.c000,1,10,1,584,".(var20_ NIL) = NIL;"
trs.waves.1.c000,1,11,1,384,".(var20_ NIL) = NIL;"
trs.waves.1.c006,1,1,0,17,"C = TAIL;"
trs.waves.1.c006,1,2,1,104392,"C = .(CONS .(DIGIT 7));"
trs.waves.1.c006,1,3,1,44968,"C = .(CONS .(DIGIT 7));"
trs.waves.1.c006,1,4,1,16808,"C = .(CONS .(DIGIT 7));"
trs.waves.1.c006,1,5,1,9384,"C = .(CONS .(DIGIT 7));"
trs.waves.1.c006,1,6,1,3048,"C = .(CONS .(DIGIT 7));"
trs.waves.1.c006,1,7,1,1464,"C = .(CONS .(DIGIT 7));"
trs.waves.1.c006,1,8,1,928,"C = .(CONS .(DIGIT 7));"
trs.waves.1.c006,1,9,1,472,"C = .(CONS .(DIGIT 7));"
trs.waves.1.c006,1,10,1,344,"C = .(CONS .(DIGIT 7));"
trs.waves.1.c006,1,11,1,200,"C = .(CONS .(DIGIT 7));"
trs.waves.1.c002,3,1,0,17,"C = TAIL;"
trs.waves.1.c002,3,2,1,56208,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,3,3,1,34880,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,3,4,1,19912,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,3,5,1,9368,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,3,6,1,4592,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,3,7,1,1944,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,3,8,1,1072,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,3,9,1,576,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,3,10,1,544,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,3,11,1,368,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c008,2,1,0,17,"C = TAIL;"
trs.waves.1.c008,2,2,1,110464,".(C var13_) = .(.(CONS .(HEAD var13_)) NIL);"
trs.waves.1.c008,2,3,1,41272,".(C var13_) = .(.(CONS .(HEAD var13_)) NIL);"
trs.waves.1.c008,2,4,1,30536,".(C var13_) = .(.(CONS .(HEAD var13_)) NIL);"
trs.waves.1.c008,2,5,1,15904,".(C var13_) = .(.(CONS .(HEAD var13_)) NIL);"
trs.waves.1.c008,2,6,1,7360,".(C var13_) = .(.(CONS .(HEAD var13_)) NIL);"
trs.waves.1.c008,2,7,1,2824,".(C var13_) = .(.(CONS .(HEAD var13_)) NIL);"
trs.waves.1.c008,2,8,1,1264,".(C var13_) = .(.(CONS .(HEAD var13_)) NIL);"
trs.waves.1.c008,2,9,1,864,".(C var13_) = .(.(CONS .(HEAD var13_)) NIL);"
trs.waves.1.c008,2,10,1,600,".(C var13_) = .(.(CONS .(HEAD var13_)) NIL);"
trs.waves.1.c008,2,11,1,456,".(C var13_) = .(.(CONS .(HEAD var13_)) NIL);"
trs.waves.1.c001,4,1,0,17,"C = TAIL;"
trs.waves.1.c001,4,2,1,109944,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,4,3,1,36224,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,4,4,1,15880,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,4,5,1,7520,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,4,6,1,3224,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,4,7,1,1712,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,4,8,1,808,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,4,9,1,616,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,4,10,1,288,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,4,11,1,240,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c008,4,1,0,17,"C = TAIL;"
trs.waves.1.c008,4,2,1,70776,".(C var13_) = .(.(CONS .(HEAD var13_)) NIL);"
trs.waves.1.c008,4,3,1,38920,".(C var13_) = .(.(CONS .(HEAD var13_)) NIL);"
trs.waves.1.c008,4,4,1,18360,".(C var13_) = .(.(CONS .(HEAD var13_)) NIL);"
trs.waves.1.c008,4,5,1,8408,".(C var13_) = .(.(CONS .(HEAD var13_)) NIL);"
trs.waves.1.c008,4,6,1,4224,".(C var13_) = .(.(CONS .(HEAD var13_)) NIL);"
trs.waves.1.c008,4,7,1,1992,".(C var13_) = .(.(CONS .(HEAD var13_)) NIL);"
trs.waves.1.c008,4,8,1,1104,".(C var13_) = .(.(CONS .(HEAD var13_)) NIL);"
trs.waves.1.c008,4,9,1,752,".(C var13_) = .(.(CONS .(HEAD var13_)) NIL);"
trs.waves.1.c008,4,10,1,448,".(C var13_) = .(.(CONS .(HEAD var13_)) NIL);"
trs.waves.1.c008,4,11,1,240,".(C var13_) = .(.(CONS .(HEAD var13_)) NIL);"
trs.waves.1.c001,3,1,0,17,"C = TAIL;"
trs.waves.1.c001,3,2,1,59328,".(C var18_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,3,3,1,31576,".(C var18_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,3,4,1,14128,".(C var18_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,3,5,1,7016,".(C var18_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,3,6,1,3144,".(C var18_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,3,7,1,1432,".(C var18_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,3,8,1,888,".(C var18_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,3,9,1,608,".(C var18_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,3,10,1,352,".(C var18_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,3,11,1,152,".(C var18_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,1,1,0,17,"C = TAIL;"
trs.waves.1.c001,1,2,1,65456,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,1,3,1,53328,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,1,4,1,26240,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,1,5,1,12640,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,1,6,1,6000,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,1,7,1,3144,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,1,8,1,1480,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,1,9,1,1120,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,1,10,1,552,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,1,11,1,424,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c005,4,1,0,17,"C = TAIL;"
trs.waves.1.c005,4,2,1,73008,".(C var13_) = var13_;"
trs.waves.1.c005,4,3,1,62320,".(C var13_) = var13_;"
trs.waves.1.c005,4,4,1,29392,".(C var13_) = var13_;"
trs.waves.1.c005,4,5,1,14128,".(C var13_) = var13_;"
trs.waves.1.c005,4,6,1,4848,".(C var13_) = var13_;"
trs.waves.1.c005,4,7,1,2968,".(C var13_) = var13_;"
trs.waves.1.c005,4,8,1,1816,".(C var13_) = var13_;"
trs.waves.1.c005,4,9,1,992,".(C var13_) = var13_;"
trs.waves.1.c005,4,10,1,832,".(C var13_) = var13_;"
trs.waves.1.c005,4,11,1,528,".(C var13_) = var13_;"
trs.waves.1.c008,3,1,0,17,"C = TAIL;"
trs.waves.1.c008,3,2,1,70784,".(C var13_) = .(.(CONS .(HEAD var13_)) NIL);"
trs.waves.1.c008,3,3,1,36904,".(C var13_) = .(.(CONS .(HEAD var13_)) NIL);"
trs.waves.1.c008,3,4,1,19152,".(C var13_) = .(.(CONS .(HEAD var13_)) NIL);"
trs.waves.1.c008,3,5,1,8552,".(C var13_) = .(.(CONS .(HEAD var13_)) NIL);"
trs.waves.1.c008,3,6,1,4848,".(C var13_) = .(.(CONS .(HEAD var13_)) NIL);"
trs.waves.1.c008,3,7,1,2208,".(C var13_) = .(.(CONS .(HEAD var13_)) NIL);"
trs.waves.1.c008,3,8,1,1104,".(C var13_) = .(.(CONS .(HEAD var13_)) NIL);"
trs.waves.1.c008,3,9,1,816,".(C var13_) = .(.(CONS .(HEAD var13_)) NIL);"
trs.waves.1.c008,3,10,1,512,".(C var13_) = .(.(CONS .(HEAD var13_)) NIL);"
trs.waves.1.c008,3,11,1,360,".(C var13_) = .(.(CONS .(HEAD var13_)) NIL);"
trs.waves.1.c005,0,1,0,17,"C = TAIL;"
trs.waves.1.c005,0,2,1,64064,".(C var13_) = var13_;"
trs.waves.1.c005,0,3,1,32672,".(C var13_) = var13_;"
trs.waves.1.c005,0,4,1,16408,".(C var13_) = var13_;"
trs.waves.1.c005,0,5,1,6728,".(C var13_) = var13_;"
trs.waves.1.c005,0,6,1,3264,".(C var13_) = var13_;"
trs.waves.1.c005,0,7,1,1640,".(C var13_) = var13_;"
trs.waves.1.c005,0,8,1,1016,".(C var13_) = var13_;"
trs.waves.1.c005,0,9,1,384,".(C var13_) = var13_;"
trs.waves.1.c005,0,10,1,304,".(C var13_) = var13_;"
trs.waves.1.c005,0,11,1,288,".(C var13_) = var13_;"
trs.waves.1.c002,2,1,0,17,"C = TAIL;"
trs.waves.1.c002,2,2,1,55912,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,2,3,1,24392,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,2,4,1,11000,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,2,5,1,5208,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,2,6,1,2464,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,2,7,1,976,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,2,8,1,504,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,2,9,1,352,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,2,10,1,272,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,2,11,1,208,".(C var13_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c010,4,1,0,17,"C = TAIL;"
trs.waves.1.c010,4,2,1,67472,".(var23_ .(var14_ NIL)) = .(var14_ NIL);"
trs.waves.1.c010,4,3,1,58928,".(var23_ .(var14_ NIL)) = .(var14_ NIL);"
trs.waves.1.c010,4,4,1,19808,".(var23_ .(var14_ NIL)) = .(var14_ NIL);"
trs.waves.1.c010,4,5,1,7080,".(var23_ .(var14_ NIL)) = .(var14_ NIL);"
trs.waves.1.c010,4,6,1,3280,".(var23_ .(var14_ NIL)) = .(var14_ NIL);"
trs.waves.1.c010,4,7,1,1656,".(var23_ .(var14_ NIL)) = .(var14_ NIL);"
trs.waves.1.c010,4,8,1,632,".(var23_ .(var14_ NIL)) = .(var14_ NIL);"
trs.waves.1.c010,4,9,1,448,".(var23_ .(var14_ NIL)) = .(var14_ NIL);"
trs.waves.1.c010,4,10,1,280,".(var23_ .(var14_ NIL)) = .(var14_ NIL);"
trs.waves.1.c010,4,11,1,184,".(var23_ .(var14_ NIL)) = .(var14_ NIL);"
trs.waves.1.c008,1,1,0,17,"C = TAIL;"
trs.waves.1.c008,1,2,1,114928,".(C var15_) = .(.(CONS .(HEAD var15_)) NIL);"
trs.waves.1.c008,1,3,1,60464,".(C var15_) = .(.(CONS .(HEAD var15_)) NIL);"
trs.waves.1.c008,1,4,1,19696,".(C var15_) = .(.(CONS .(HEAD var15_)) NIL);"
trs.waves.1.c008,1,5,1,8608,".(C var15_) = .(.(CONS .(HEAD var15_)) NIL);"
trs.waves.1.c008,1,6,1,4352,".(C var15_) = .(.(CONS .(HEAD var15_)) NIL);"
trs.waves.1.c008,1,7,1,1984,".(C var15_) = .(.(CONS .(HEAD var15_)) NIL);"
trs.waves.1.c008,1,8,1,1416,".(C var15_) = .(.(CONS .(HEAD var15_)) NIL);"
trs.waves.1.c008,1,9,1,840,".(C var15_) = .(.(CONS .(HEAD var15_)) NIL);"
trs.waves.1.c008,1,10,1,576,".(C var15_) = .(.(CONS .(HEAD var15_)) NIL);"
trs.waves.1.c008,1,11,1,416,".(C var15_) = .(.(CONS .(HEAD var15_)) NIL);"
trs.waves.1.c005,3,1,0,17,"C = TAIL;"
trs.waves.1.c005,3,2,1,75936,".(C var13_) = var13_;"
trs.waves.1.c005,3,3,1,32560,".(C var13_) = var13_;"
trs.waves.1.c005,3,4,1,14360,".(C var13_) = var13_;"
trs.waves.1.c005,3,5,1,6048,".(C var13_) = var13_;"
trs.waves.1.c005,3,6,1,2784,".(C var13_) = var13_;"
trs.waves.1.c005,3,7,1,1104,".(C var13_) = var13_;"
trs.waves.1.c005,3,8,1,720,".(C var13_) = var13_;"
trs.waves.1.c005,3,9,1,480,".(C var13_) = var13_;"
trs.waves.1.c005,3,10,1,344,".(C var13_) = var13_;"
trs.waves.1.c005,3,11,1,200,".(C var13_) = var13_;"
trs.waves.1.c002,4,1,0,17,"C = TAIL;"
trs.waves.1.c002,4,2,1,41760,".(C var22_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,4,3,1,29024,".(C var22_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,4,4,1,16920,".(C var22_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,4,5,1,7984,".(C var22_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,4,6,1,3856,".(C var22_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,4,7,1,2216,".(C var22_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,4,8,1,1000,".(C var22_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,4,9,1,536,".(C var22_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,4,10,1,456,".(C var22_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,4,11,1,328,".(C var22_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c010,0,1,0,17,"C = TAIL;"
trs.waves.1.c010,0,2,1,64464,".(var16_ .(var18_ NIL)) = .(var18_ NIL);"
