problem,run,trial,accuracy,n_seen,program
trs.waves.2.c010,0,1,0,17,"C = TAIL;"
trs.waves.2.c010,0,2,1,39232,".(var22_ .(.(CONS var21_) var24_)) = var24_;"
trs.waves.2.c010,0,3,0,12000,".(var22_ .(.(CONS var21_) var24_)) = var24_;"
trs.waves.2.c010,0,4,1,17536,".(var138_ .(var136_ .(var130_ .(var126_ var140_)))) = .(var126_ var140_);"
trs.waves.2.c010,0,5,0,8888,".(var159_ .(var150_ .(var157_ var156_))) = var156_;"
trs.waves.2.c010,0,6,1,14288,".(C .(var89_ .(var88_ .(var75_ .(var83_ .(var79_ var76_)))))) = var76_;"
trs.waves.2.c010,0,7,1,6040,".(C .(var89_ .(var88_ .(var75_ .(var83_ .(var79_ var76_)))))) = var76_;"
trs.waves.2.c010,0,8,1,2800,".(C .(var89_ .(var88_ .(var75_ .(var83_ .(var79_ var76_)))))) = var76_;"
trs.waves.2.c010,0,9,1,1400,".(C .(var89_ .(var88_ .(var75_ .(var83_ .(var79_ var76_)))))) = var76_;"
trs.waves.2.c010,0,10,1,648,".(C .(var89_ .(var88_ .(var75_ .(var83_ .(var79_ var76_)))))) = var76_;"
trs.waves.2.c010,0,11,1,336,".(C .(var89_ .(var88_ .(var75_ .(var83_ .(var79_ var76_)))))) = var76_;"
trs.waves.2.c003,3,1,0,17,"C = TAIL;"
trs.waves.2.c003,3,2,0,51016,".(var35_ NIL) = NIL;"
trs.waves.2.c003,3,3,1,26752,".(C var50_) = var50_; .(.(CONS var53_) .(var54_ var43_)) = var43_;"
trs.waves.2.c003,3,4,0,12976,".(C var50_) = var50_; .(.(CONS var53_) .(var54_ var43_)) = var43_;"
trs.waves.2.c003,3,5,0,13728,".(C .(.(CONS .(var67_ 4)) var64_)) = .(.(CONS .(var67_ 7)) .(C var64_)); .(C .(.(var22_ .(var20_ 0)) .(.(var22_ .(var20_ var47_)) .(.(var22_ .(var20_ 4)) var43_)))) = .(.(var22_ .(var20_ 3)) .(C var43_)); .(C var70_) = NIL;"
trs.waves.2.c003,3,6,0,13776,".(C .(var79_ .(var81_ .(var82_ .(var80_ NIL))))) = NIL; .(var74_ .(.(CONS .(var67_ 4)) var64_)) = .(.(CONS .(var67_ 7)) .(var74_ var64_)); .(var75_ .(.(var22_ .(var20_ 0)) .(.(var22_ .(var20_ var77_)) .(.(var22_ .(var20_ var72_)) var43_)))) = .(.(var22_ .(var20_ 3)) .(var75_ var43_)); .(C var70_) = NIL;"
trs.waves.2.c003,3,7,1,11784,".(var101_ .(.(var102_ .(var107_ 3)) .(var113_ .(var111_ var100_)))) = .(var101_ var100_); .(var59_ .(var80_ .(var114_ .(var25_ NIL)))) = .(var25_ NIL); .(var59_ .(var81_ .(var115_ .(var112_ .(var109_ var66_))))) = .(var59_ var66_); .(var56_ .(var82_ .(var116_ NIL))) = .(.(CONS .(DIGIT 3)) NIL); .(C var91_) = NIL;"
trs.waves.2.c003,3,8,1,8616,".(var101_ .(.(var102_ .(var107_ 3)) .(var113_ .(var111_ var100_)))) = .(var101_ var100_); .(var59_ .(var80_ .(var114_ .(var25_ NIL)))) = .(var25_ NIL); .(var59_ .(var81_ .(var115_ .(var112_ .(var109_ var66_))))) = .(var59_ var66_); .(var56_ .(var82_ .(var116_ NIL))) = .(.(CONS .(DIGIT 3)) NIL); .(C var91_) = NIL;"
trs.waves.2.c003,3,9,1,3936,".(var101_ .(.(var102_ .(var107_ 3)) .(var113_ .(var111_ var100_)))) = .(var101_ var100_); .(var59_ .(var80_ .(var114_ .(var25_ NIL)))) = .(var25_ NIL); .(var59_ .(var81_ .(var115_ .(var112_ .(var109_ var66_))))) = .(var59_ var66_); .(var56_ .(var82_ .(var116_ NIL))) = .(.(CONS .(DIGIT 3)) NIL); .(C var91_) = NIL;"
trs.waves.2.c003,3,10,0,1240,".(var101_ .(.(var102_ .(var107_ 3)) .(var113_ .(var111_ var100_)))) = .(var101_ var100_); .(var59_ .(var80_ .(var114_ .(var25_ NIL)))) = .(var25_ NIL); .(var59_ .(var81_ .(var115_ .(var112_ .(var109_ var66_))))) = .(var59_ var66_); .(var56_ .(var82_ .(var116_ NIL))) = .(.(CONS .(DIGIT 3)) NIL); .(C var91_) = NIL;"
trs.waves.2.c003,3,11,1,2040,".(C .(var44_ NIL)) = NIL; .(C .(var45_ .(var70_ .(var66_ .(var57_ .(var57_ .(var63_ .(var57_ .(var60_ var19_))))))))) = .(var57_ .(C var19_)); .(C .(var47_ .(.(CONS .(var67_ 1)) var37_))) = .(.(CONS .(var67_ 7)) NIL); .(op26 var71_) = NIL; .(C .(var54_ .(.(CONS .(DIGIT var68_)) var43_))) = .(op26 var68_);"
trs.waves.2.c020,2,1,0,17,"C = TAIL;"
trs.waves.2.c020,2,2,1,20400,".(C .(var42_ .(var34_ var39_))) = .(var42_ .(var34_ .(.(CONS .(DIGIT 9)) var39_)));"
trs.waves.2.c020,2,3,1,8976,".(C .(var42_ .(var34_ var39_))) = .(var42_ .(var34_ .(.(CONS .(DIGIT 9)) var39_)));"
trs.waves.2.c020,2,4,1,3816,".(C .(var42_ .(var34_ var39_))) = .(var42_ .(var34_ .(.(CONS .(DIGIT 9)) var39_)));"
trs.waves.2.c020,2,5,1,800,".(C .(var42_ .(var34_ var39_))) = .(var42_ .(var34_ .(.(CONS .(DIGIT 9)) var39_)));"
trs.waves.2.c020,2,6,1,584,".(C .(var42_ .(var34_ var39_))) = .(var42_ .(var34_ .(.(CONS .(DIGIT 9)) var39_)));"
trs.waves.2.c020,2,7,1,328,".(C .(var42_ .(var34_ var39_))) = .(var42_ .(var34_ .(.(CONS .(DIGIT 9)) var39_)));"
trs.waves.2.c020,2,8,1,176,".(C .(var42_ .(var34_ var39_))) = .(var42_ .(var34_ .(.(CONS .(DIGIT 9)) var39_)));"
trs.waves.2.c020,2,9,1,128,".(C .(var42_ .(var34_ var39_))) = .(var42_ .(var34_ .(.(CONS .(DIGIT 9)) var39_)));"
trs.waves.2.c020,2,10,1,72,".(C .(var42_ .(var34_ var39_))) = .(var42_ .(var34_ .(.(CONS .(DIGIT 9)) var39_)));"
trs.waves.2.c020,2,11,1,8,".(C .(var42_ .(var34_ var39_))) = .(var42_ .(var34_ .(.(CONS .(DIGIT 9)) var39_)));"
trs.waves.2.c020,4,1,0,17,"C = TAIL;"
trs.waves.2.c020,4,2,1,24528,".(C .(var75_ .(var69_ var74_))) = .(var75_ .(var69_ .(.(CONS .(DIGIT 9)) var74_)));"
trs.waves.2.c020,4,3,1,10992,".(C .(var75_ .(var69_ var74_))) = .(var75_ .(var69_ .(.(CONS .(DIGIT 9)) var74_)));"
trs.waves.2.c020,4,4,1,6856,".(C .(var75_ .(var69_ var74_))) = .(var75_ .(var69_ .(.(CONS .(DIGIT 9)) var74_)));"
trs.waves.2.c020,4,5,1,2432,".(C .(var75_ .(var69_ var74_))) = .(var75_ .(var69_ .(.(CONS .(DIGIT 9)) var74_)));"
trs.waves.2.c020,4,6,1,992,".(C .(var75_ .(var69_ var74_))) = .(var75_ .(var69_ .(.(CONS .(DIGIT 9)) var74_)));"
trs.waves.2.c020,4,7,1,320,".(C .(var75_ .(var69_ var74_))) = .(var75_ .(var69_ .(.(CONS .(DIGIT 9)) var74_)));"
trs.waves.2.c020,4,8,1,312,".(C .(var75_ .(var69_ var74_))) = .(var75_ .(var69_ .(.(CONS .(DIGIT 9)) var74_)));"
trs.waves.2.c020,4,9,1,192,".(C .(var75_ .(var69_ var74_))) = .(var75_ .(var69_ .(.(CONS .(DIGIT 9)) var74_)));"
trs.waves.2.c020,4,10,1,160,".(C .(var75_ .(var69_ var74_))) = .(var75_ .(var69_ .(.(CONS .(DIGIT 9)) var74_)));"
trs.waves.2.c020,4,11,1,96,".(C .(var75_ .(var69_ var74_))) = .(var75_ .(var69_ .(.(CONS .(DIGIT 9)) var74_)));"
trs.waves.2.c015,0,1,0,17,"C = TAIL;"
trs.waves.2.c015,0,2,0,47632,".(C var19_) = var19_;"
trs.waves.2.c015,0,3,0,11160,".(C .(var79_ .(var79_ .(var76_ .(var76_ .(.(var73_ .(var72_ var70_)) var71_)))))) = .(var79_ .(var79_ .(var76_ .(var76_ .(.(var73_ .(var72_ var70_)) var71_))))); .(C .(var59_ .(var56_ .(var45_ .(var45_ .(var45_ .(var53_ .(var56_ var50_)))))))) = .(var59_ .(var56_ .(var45_ .(var45_ .(var45_ .(var53_ var50_))))));"
trs.waves.2.c015,0,4,1,8176,"C = .(.(IF FALSE) NIL); .(C .(var81_ .(var79_ .(var76_ .(var74_ .(var71_ .(var68_ .(var92_ var65_)))))))) = .(var81_ .(var79_ .(var76_ .(var74_ .(var71_ .(var68_ var65_))))));"
trs.waves.2.c015,0,5,1,11160,"C = .(.(IF FALSE) NIL); .(C .(var81_ .(var79_ .(var76_ .(var74_ .(var71_ .(var68_ .(var92_ var65_)))))))) = .(var81_ .(var79_ .(var76_ .(var74_ .(var71_ .(var68_ var65_))))));"
trs.waves.2.c015,0,6,1,5688,"C = .(.(IF FALSE) NIL); .(C .(var81_ .(var79_ .(var76_ .(var74_ .(var71_ .(var68_ .(var92_ var65_)))))))) = .(var81_ .(var79_ .(var76_ .(var74_ .(var71_ .(var68_ var65_))))));"
trs.waves.2.c015,0,7,1,1392,"C = .(.(IF FALSE) NIL); .(C .(var81_ .(var79_ .(var76_ .(var74_ .(var71_ .(var68_ .(var92_ var65_)))))))) = .(var81_ .(var79_ .(var76_ .(var74_ .(var71_ .(var68_ var65_))))));"
trs.waves.2.c015,0,8,1,640,"C = .(.(IF FALSE) NIL); .(C .(var81_ .(var79_ .(var76_ .(var74_ .(var71_ .(var68_ .(var92_ var65_)))))))) = .(var81_ .(var79_ .(var76_ .(var74_ .(var71_ .(var68_ var65_))))));"
trs.waves.2.c015,0,9,1,312,"C = .(.(IF FALSE) NIL); .(C .(var81_ .(var79_ .(var76_ .(var74_ .(var71_ .(var68_ .(var92_ var65_)))))))) = .(var81_ .(var79_ .(var76_ .(var74_ .(var71_ .(var68_ var65_))))));"
trs.waves.2.c015,0,10,1,288,"C = .(.(IF FALSE) NIL); .(C .(var81_ .(var79_ .(var76_ .(var74_ .(var71_ .(var68_ .(var92_ var65_)))))))) = .(var81_ .(var79_ .(var76_ .(var74_ .(var71_ .(var68_ var65_))))));"
trs.waves.2.c015,0,11,1,184,"C = .(.(IF FALSE) NIL); .(C .(var81_ .(var79_ .(var76_ .(var74_ .(var71_ .(var68_ .(var92_ var65_)))))))) = .(var81_ .(var79_ .(var76_ .(var74_ .(var71_ .(var68_ var65_))))));"
trs.waves.2.c014,3,1,0,17,"C = TAIL;"
trs.waves.2.c014,3,2,0,13592,".(C .(var62_ .(var70_ .(var70_ .(var73_ .(var70_ .(var67_ .(var83_ var64_)))))))) = .(var62_ .(var70_ .(var70_ .(var73_ .(var70_ .(var67_ var64_))))));"
trs.waves.2.c014,3,3,0,12560,".(C .(.(var35_ var61_) .(var44_ .(var44_ .(var47_ .(var44_ .(var41_ .(var50_ var38_)))))))) = .(.(var35_ var61_) .(var44_ .(var44_ .(var47_ .(var44_ .(var41_ var38_)))))); .(C .(var33_ .(var33_ .(var27_ .(var30_ .(var27_ .(var27_ .(var30_ .(var24_ .(.(var23_ .(var21_ var58_)) .(var24_ var19_))))))))))) = .(var33_ .(var33_ .(var27_ .(var30_ .(var27_ .(var27_ .(var24_ .(.(var23_ .(var21_ var58_)) .(var24_ var19_)))))))));"
trs.waves.2.c014,3,4,1,14360,".(C .(var94_ .(var106_ .(.(var93_ .(var91_ var100_)) .(var105_ .(var102_ .(var99_ .(.(var93_ var108_) var96_)))))))) = .(var94_ .(var106_ .(.(var93_ .(var91_ var100_)) .(var105_ .(var102_ .(var99_ var96_))))));"
trs.waves.2.c014,3,5,1,6184,".(C .(var94_ .(var106_ .(.(var93_ .(var91_ var100_)) .(var105_ .(var102_ .(var99_ .(.(var93_ var108_) var96_)))))))) = .(var94_ .(var106_ .(.(var93_ .(var91_ var100_)) .(var105_ .(var102_ .(var99_ var96_))))));"
trs.waves.2.c014,3,6,1,3040,".(C .(var94_ .(var106_ .(.(var93_ .(var91_ var100_)) .(var105_ .(var102_ .(var99_ .(.(var93_ var108_) var96_)))))))) = .(var94_ .(var106_ .(.(var93_ .(var91_ var100_)) .(var105_ .(var102_ .(var99_ var96_))))));"
trs.waves.2.c014,3,7,1,1632,".(C .(var94_ .(var106_ .(.(var93_ .(var91_ var100_)) .(var105_ .(var102_ .(var99_ .(.(var93_ var108_) var96_)))))))) = .(var94_ .(var106_ .(.(var93_ .(var91_ var100_)) .(var105_ .(var102_ .(var99_ var96_))))));"
trs.waves.2.c014,3,8,1,760,".(C .(var94_ .(var106_ .(.(var93_ .(var91_ var100_)) .(var105_ .(var102_ .(var99_ .(.(var93_ var108_) var96_)))))))) = .(var94_ .(var106_ .(.(var93_ .(var91_ var100_)) .(var105_ .(var102_ .(var99_ var96_))))));"
trs.waves.2.c014,3,9,1,176,".(C .(var94_ .(var106_ .(.(var93_ .(var91_ var100_)) .(var105_ .(var102_ .(var99_ .(.(var93_ var108_) var96_)))))))) = .(var94_ .(var106_ .(.(var93_ .(var91_ var100_)) .(var105_ .(var102_ .(var99_ var96_))))));"
trs.waves.2.c014,3,10,1,8,".(C .(var94_ .(var106_ .(.(var93_ .(var91_ var100_)) .(var105_ .(var102_ .(var99_ .(.(var93_ var108_) var96_)))))))) = .(var94_ .(var106_ .(.(var93_ .(var91_ var100_)) .(var105_ .(var102_ .(var99_ var96_))))));"
trs.waves.2.c014,3,11,1,32,".(C .(var94_ .(var106_ .(.(var93_ .(var91_ var100_)) .(var105_ .(var102_ .(var99_ .(.(var93_ var108_) var96_)))))))) = .(var94_ .(var106_ .(.(var93_ .(var91_ var100_)) .(var105_ .(var102_ .(var99_ var96_))))));"
trs.waves.2.c014,4,1,0,17,"C = TAIL;"
trs.waves.2.c014,4,2,0,15240,".(var45_ .(var37_ .(var34_ .(var31_ .(var28_ .(var28_ .(var24_ .(var31_ var25_)))))))) = .(var37_ .(var34_ .(var31_ .(var28_ .(var28_ .(var24_ var25_))))));"
trs.waves.2.c014,4,3,0,12952,".(C .(var77_ .(var74_ .(var71_ .(var68_ .(var68_ .(var64_ .(var71_ var65_)))))))) = .(var77_ .(var74_ .(var71_ .(var68_ .(var68_ .(var64_ var65_)))))); .(C .(.(var29_ var53_) .(.(var29_ var56_) .(var44_ .(var41_ .(var30_ .(var37_ var38_))))))) = .(.(var29_ var53_) .(.(var29_ var56_) .(var44_ .(var41_ .(var30_ var38_)))));"
trs.waves.2.c014,4,4,1,9976,".(C .(var58_ .(var56_ .(var54_ .(var51_ .(var50_ .(var47_ .(var60_ var46_)))))))) = .(var58_ .(var56_ .(var54_ .(var51_ .(var50_ .(var47_ var46_))))));"
trs.waves.2.c014,4,5,1,4368,".(C .(var58_ .(var56_ .(var54_ .(var51_ .(var50_ .(var47_ .(var60_ var46_)))))))) = .(var58_ .(var56_ .(var54_ .(var51_ .(var50_ .(var47_ var46_))))));"
trs.waves.2.c014,4,6,1,2288,".(C .(var58_ .(var56_ .(var54_ .(var51_ .(var50_ .(var47_ .(var60_ var46_)))))))) = .(var58_ .(var56_ .(var54_ .(var51_ .(var50_ .(var47_ var46_))))));"
trs.waves.2.c014,4,7,1,848,".(C .(var58_ .(var56_ .(var54_ .(var51_ .(var50_ .(var47_ .(var60_ var46_)))))))) = .(var58_ .(var56_ .(var54_ .(var51_ .(var50_ .(var47_ var46_))))));"
trs.waves.2.c014,4,8,1,384,".(C .(var58_ .(var56_ .(var54_ .(var51_ .(var50_ .(var47_ .(var60_ var46_)))))))) = .(var58_ .(var56_ .(var54_ .(var51_ .(var50_ .(var47_ var46_))))));"
trs.waves.2.c014,4,9,1,232,".(C .(var58_ .(var56_ .(var54_ .(var51_ .(var50_ .(var47_ .(var60_ var46_)))))))) = .(var58_ .(var56_ .(var54_ .(var51_ .(var50_ .(var47_ var46_))))));"
trs.waves.2.c014,4,10,1,112,".(C .(var58_ .(var56_ .(var54_ .(var51_ .(var50_ .(var47_ .(var60_ var46_)))))))) = .(var58_ .(var56_ .(var54_ .(var51_ .(var50_ .(var47_ var46_))))));"
trs.waves.2.c014,4,11,1,88,".(C .(var58_ .(var56_ .(var54_ .(var51_ .(var50_ .(var47_ .(var60_ var46_)))))))) = .(var58_ .(var56_ .(var54_ .(var51_ .(var50_ .(var47_ var46_))))));"
trs.waves.2.c021,0,1,0,17,"C = TAIL;"
trs.waves.2.c021,0,2,1,18168,".(C .(var54_ .(var51_ var48_))) = .(var54_ .(var51_ .(.(CONS .(DIGIT 9)) var48_)));"
trs.waves.2.c021,0,3,1,8176,".(C .(var54_ .(var51_ var48_))) = .(var54_ .(var51_ .(.(CONS .(DIGIT 9)) var48_)));"
trs.waves.2.c021,0,4,1,2216,".(C .(var54_ .(var51_ var48_))) = .(var54_ .(var51_ .(.(CONS .(DIGIT 9)) var48_)));"
trs.waves.2.c021,0,5,1,560,".(C .(var54_ .(var51_ var48_))) = .(var54_ .(var51_ .(.(CONS .(DIGIT 9)) var48_)));"
trs.waves.2.c021,0,6,1,480,".(C .(var54_ .(var51_ var48_))) = .(var54_ .(var51_ .(.(CONS .(DIGIT 9)) var48_)));"
trs.waves.2.c021,0,7,1,344,".(C .(var54_ .(var51_ var48_))) = .(var54_ .(var51_ .(.(CONS .(DIGIT 9)) var48_)));"
trs.waves.2.c021,0,8,1,184,".(C .(var54_ .(var51_ var48_))) = .(var54_ .(var51_ .(.(CONS .(DIGIT 9)) var48_)));"
trs.waves.2.c021,0,9,1,104,".(C .(var54_ .(var51_ var48_))) = .(var54_ .(var51_ .(.(CONS .(DIGIT 9)) var48_)));"
trs.waves.2.c021,0,10,0,80,".(C .(var54_ .(var51_ var48_))) = .(var54_ .(var51_ .(.(CONS .(DIGIT 9)) var48_)));"
trs.waves.2.c021,0,11,0,16,".(C .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 8)) NIL))))) = .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 8)) NIL))))); .(C .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 4)) NIL)))))))))) = .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 4)) NIL)))))))))); .(C .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 3)) NIL)))))))))) = .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 3)) NIL)))))))))); .(C .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 3)) NIL))))))) = .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 3)) NIL))))))); .(C .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 8)) NIL)))))) = .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 8)) NIL)))))); .(C .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 3)) NIL)))))) = .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 3)) NIL)))))); .(C .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 1)) NIL)))) = .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 1)) NIL)))); .(C .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 6)) NIL)))))) = .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 6)) NIL)))))); .(C .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 6)) NIL))))))) = .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 6)) NIL))))))); .(C .(.(CONS .(DIGIT 3)) NIL)) = .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 9)) NIL));"
trs.waves.2.c021,3,1,0,17,"C = TAIL;"
trs.waves.2.c021,3,2,1,19584,".(C .(var92_ .(var88_ var89_))) = .(var92_ .(var88_ .(.(CONS .(DIGIT 9)) var89_)));"
trs.waves.2.c021,3,3,1,9616,".(C .(var92_ .(var88_ var89_))) = .(var92_ .(var88_ .(.(CONS .(DIGIT 9)) var89_)));"
trs.waves.2.c021,3,4,1,3576,".(C .(var92_ .(var88_ var89_))) = .(var92_ .(var88_ .(.(CONS .(DIGIT 9)) var89_)));"
trs.waves.2.c021,3,5,1,768,".(C .(var92_ .(var88_ var89_))) = .(var92_ .(var88_ .(.(CONS .(DIGIT 9)) var89_)));"
trs.waves.2.c021,3,6,1,872,".(C .(var92_ .(var88_ var89_))) = .(var92_ .(var88_ .(.(CONS .(DIGIT 9)) var89_)));"
trs.waves.2.c021,3,7,1,432,".(C .(var92_ .(var88_ var89_))) = .(var92_ .(var88_ .(.(CONS .(DIGIT 9)) var89_)));"
trs.waves.2.c021,3,8,1,128,".(C .(var92_ .(var88_ var89_))) = .(var92_ .(var88_ .(.(CONS .(DIGIT 9)) var89_)));"
trs.waves.2.c021,3,9,1,128,".(C .(var92_ .(var88_ var89_))) = .(var92_ .(var88_ .(.(CONS .(DIGIT 9)) var89_)));"
trs.waves.2.c021,3,10,1,88,".(C .(var92_ .(var88_ var89_))) = .(var92_ .(var88_ .(.(CONS .(DIGIT 9)) var89_)));"
trs.waves.2.c021,3,11,0,56,".(C .(var92_ .(var88_ var89_))) = .(var92_ .(var88_ .(.(CONS .(DIGIT 9)) var89_)));"
trs.waves.2.c018,3,1,0,17,"C = TAIL;"
trs.waves.2.c018,3,2,0,9784,".(C .(var68_ .(var65_ .(var50_ .(var50_ .(var59_ .(var56_ .(var53_ .(var62_ var47_))))))))) = .(var68_ .(var65_ .(var62_ .(var50_ .(var50_ .(var59_ .(var56_ .(var53_ .(var50_ var47_)))))))));"
trs.waves.2.c018,3,3,1,9688,".(C .(var48_ .(var46_ .(var32_ .(var40_ .(var37_ .(var36_ .(var34_ .(var44_ var27_))))))))) = .(var48_ .(var46_ .(var44_ .(var32_ .(var40_ .(var37_ .(var36_ .(var34_ .(var32_ var27_)))))))));"
trs.waves.2.c018,3,4,1,4096,".(C .(var48_ .(var46_ .(var32_ .(var40_ .(var37_ .(var36_ .(var34_ .(var44_ var27_))))))))) = .(var48_ .(var46_ .(var44_ .(var32_ .(var40_ .(var37_ .(var36_ .(var34_ .(var32_ var27_)))))))));"
trs.waves.2.c018,3,5,1,2056,".(C .(var48_ .(var46_ .(var32_ .(var40_ .(var37_ .(var36_ .(var34_ .(var44_ var27_))))))))) = .(var48_ .(var46_ .(var44_ .(var32_ .(var40_ .(var37_ .(var36_ .(var34_ .(var32_ var27_)))))))));"
trs.waves.2.c018,3,6,1,768,".(C .(var48_ .(var46_ .(var32_ .(var40_ .(var37_ .(var36_ .(var34_ .(var44_ var27_))))))))) = .(var48_ .(var46_ .(var44_ .(var32_ .(var40_ .(var37_ .(var36_ .(var34_ .(var32_ var27_)))))))));"
trs.waves.2.c018,3,7,1,432,".(C .(var48_ .(var46_ .(var32_ .(var40_ .(var37_ .(var36_ .(var34_ .(var44_ var27_))))))))) = .(var48_ .(var46_ .(var44_ .(var32_ .(var40_ .(var37_ .(var36_ .(var34_ .(var32_ var27_)))))))));"
trs.waves.2.c018,3,8,1,64,".(C .(var48_ .(var46_ .(var32_ .(var40_ .(var37_ .(var36_ .(var34_ .(var44_ var27_))))))))) = .(var48_ .(var46_ .(var44_ .(var32_ .(var40_ .(var37_ .(var36_ .(var34_ .(var32_ var27_)))))))));"
trs.waves.2.c018,3,9,1,72,".(C .(var48_ .(var46_ .(var32_ .(var40_ .(var37_ .(var36_ .(var34_ .(var44_ var27_))))))))) = .(var48_ .(var46_ .(var44_ .(var32_ .(var40_ .(var37_ .(var36_ .(var34_ .(var32_ var27_)))))))));"
trs.waves.2.c018,3,10,1,24,".(C .(var48_ .(var46_ .(var32_ .(var40_ .(var37_ .(var36_ .(var34_ .(var44_ var27_))))))))) = .(var48_ .(var46_ .(var44_ .(var32_ .(var40_ .(var37_ .(var36_ .(var34_ .(var32_ var27_)))))))));"
trs.waves.2.c018,3,11,1,48,".(C .(var48_ .(var46_ .(var32_ .(var40_ .(var37_ .(var36_ .(var34_ .(var44_ var27_))))))))) = .(var48_ .(var46_ .(var44_ .(var32_ .(var40_ .(var37_ .(var36_ .(var34_ .(var32_ var27_)))))))));"
trs.waves.2.c018,4,1,0,17,"C = TAIL;"
trs.waves.2.c018,4,2,0,8832,".(C var19_) = .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 4)) NIL)))))))))));"
trs.waves.2.c018,4,3,1,6296,".(C .(var88_ .(var87_ .(var71_ .(var83_ .(var80_ .(var77_ .(var74_ .(var84_ var68_))))))))) = .(var88_ .(var87_ .(var84_ .(var71_ .(var83_ .(var80_ .(var77_ .(var74_ .(var71_ var68_)))))))));"
